"state_abb","district","year","total_votes","dem","other","rep"
"FL",11,2004,251343,0.580207127312079,0.00701829770473019,0.41277457498319
"FL",11,2008,270812,0.662906370471028,0.00693839268570078,0.330155236843271
"FL",11,2008,352581,0.431220060071303,0.0101848936840045,0.558595046244693
"FL",11,2012,356000,0.402752808988764,0.00814606741573034,0.589101123595506
"FL",11,2012,366110,0.39948649313048,0.00604463139493595,0.594468875474584
"FL",11,2016,411005,0.324694346784102,0.0274765513801535,0.647829101835744
"FL",12,1992,196616,0.344844773568784,0.19952089351833,0.455634332912886
"FL",12,1996,203441,0.432405463992017,0.104752729292522,0.46284180671546
"FL",12,2000,220909,0.451887428760259,0,0.548112571239741
"FL",12,2000,230920,0.427498700848779,0.0195262428546683,0.552975056296553
"FL",12,2004,287838,0.416293192698671,0.00277239280428574,0.58093788867349
"FL",12,2004,287839,0.41629174642769,0.00277238317253743,0.580935870399772
"FL",12,2008,336642,0.489338822844446,0.010126484514707,0.500534692640847
"FL",12,2008,340706,0.467766931019706,0.00976795242819322,0.522465116552101
"FL",12,2012,342419,0.447948273898353,0.0113194653334073,0.54073226076824
"FL",12,2012,342518,0.457429974483093,0.00933089647843325,0.533239129038474
"FL",12,2016,380363,0.388473642283818,0.037096142369263,0.574430215346919
"FL",13,1992,290518,0.347482772151812,0.224760600031668,0.427756627816521
"FL",13,1996,281274,0.428102135284456,0.110397690508188,0.461500174207357
"FL",13,2000,280476,0.455479256692195,0,0.544520743307805
"FL",13,2000,306754,0.44855486807018,0.0291080148914114,0.522337117038409
"FL",13,2004,360301,0.434989078575968,0.00733275788854319,0.557678163535488
"FL",13,2008,346296,0.513312310855453,0.0112447155034999,0.475442973641047
"FL",13,2008,381124,0.467955311132335,0.0083699793243144,0.523674709543351
"FL",13,2012,333500,0.548938530734633,0.00951424287856072,0.441547226386807
"FL",13,2012,340521,0.50247121322914,0.00978500591740304,0.487743780853457
"FL",13,2016,360760,0.495875374210001,0.0402483645636989,0.4638762612263
"FL",14,1992,280610,0.313089341078365,0.225041873062257,0.461868785859378
"FL",14,1996,283356,0.379409647228222,0.111929869139881,0.508660483631898
"FL",14,2000,266868,0.386400767420597,0,0.613599232579403
"FL",14,2000,317858,0.382831327196421,0.0233972402771049,0.593771432526474
"FL",14,2004,360914,0.376956837362917,0.00728982527693578,0.615753337360147
"FL",14,2008,279877,0.652411595093559,0.00788560689159881,0.339702798014842
"FL",14,2008,398223,0.422888682974112,0.00753597858486325,0.569575338441024
"FL",14,2012,293345,0.651979750805366,0.00769060321464487,0.340329645979989
"FL",14,2012,304942,0.577745932013301,0.00792937673393629,0.414324691252763
"FL",14,2016,330427,0.571587672920191,0.0386378837080505,0.389774443371758
"FL",15,1992,271113,0.308649898750705,0.257269109190633,0.434080992058662
"FL",15,1996,275069,0.407330524341165,0.132737604019355,0.45993187163948
"FL",15,2000,262853,0.462657835368057,0,0.537342164631943
"FL",15,2000,310113,0.440758691186761,0.0254713604395817,0.533769948373657
"FL",15,2004,344117,0.426930375424638,0.00618394325185911,0.566888587311874
"FL",15,2004,344118,0.426929134773537,0.00618392528144416,0.566886939945019
"FL",15,2008,297877,0.461019145486224,0.00841958257938679,0.530561271934389
"FL",15,2008,388238,0.477320612613912,0.00855145555046131,0.514127931835627
"FL",15,2012,299291,0.471688089518228,0.0051120815527363,0.523199828929036
"FL",15,2012,302807,0.46021393164623,0.00835845934869405,0.531427609005076
"FL",15,2016,334514,0.431144884817975,0.0378399708233437,0.531015144358682
"FL",16,1992,274499,0.35563335385557,0.249370671660006,0.394995974484424
"FL",16,1996,282950,0.470150203216116,0.109164163279731,0.420685633504153
"FL",16,2000,265781,0.469378924753839,0,0.530621075246161
"FL",16,2000,308553,0.503537479784672,0.0221517859168441,0.474310734298484
"FL",16,2004,339283,0.455761119773169,0.00386697830424749,0.540371901922584
"FL",16,2008,356932,0.481962950926227,0.00825927627671377,0.509777772797059
"FL",16,2008,370363,0.472593104602782,0.00777345469174837,0.51963344070547
"FL",16,2012,341658,0.454196886945425,0.0070245684280772,0.538778544626498
"FL",16,2012,358469,0.449411246160756,0.00800069183109279,0.542588062008151
"FL",16,2016,396807,0.429533753184798,0.0329984098062786,0.537467837008924
"FL",17,1992,133734,0.744305860888031,0.0708421194311095,0.184852019680859
"FL",17,1996,136824,0.846079635151728,0.0309375548149447,0.122982810033327
"FL",17,2000,145409,0.842189960731454,0.00726915115295477,0.150540888115591
"FL",17,2000,171422,0.847855001108376,0,0.152144998891624
"FL",17,2004,214247,0.8336406110704,0,0.1663593889296
"FL",17,2008,239992,0.874020800693356,0.00212923764125471,0.123849961665389
"FL",17,2008,298020,0.431303268237031,0.00952956177437756,0.559167169988591
"FL",17,2012,296565,0.416701229072885,0.00813649621499503,0.57516227471212
"FL",17,2012,309103,0.417032510198866,0.00564860256937008,0.577318887231764
"FL",17,2016,353861,0.350191176761497,0.0276549266519905,0.622153896586513
"FL",18,1992,166496,0.325845665961945,0.103792283298097,0.570362050739958
"FL",18,1996,166063,0.431486845353872,0.0506494523162896,0.517863702329839
"FL",18,2000,181276,0.375786094132704,0.0129526247269357,0.611261281140361
"FL",18,2000,193120,0.432497928748964,0,0.567502071251036
"FL",18,2004,234819,0.455980989613277,0,0.544019010386723
"FL",18,2008,253864,0.508717265937667,0.0045260454416538,0.486756688620679
"FL",18,2008,336839,0.51127690083393,0.00717256612209394,0.481550533043976
"FL",18,2012,340560,0.478717406624383,0.00556730091613813,0.515715292459479
"FL",18,2012,342661,0.475884328826449,0.00669466323859441,0.517421007934956
"FL",18,2016,382476,0.440702161704264,0.0265245401018626,0.532773298193874
"FL",19,1992,294440,0.539165874201875,0.159146175791333,0.301687950006793
"FL",19,1996,292812,0.648153081157876,0.0740543420351625,0.277792576806961
"FL",19,2000,262926,0.727893019328632,0,0.272106980671368
"FL",19,2000,328693,0.685369022157454,0.0188473742975968,0.295783603544949
"FL",19,2004,318043,0.662473313356999,0,0.337526686643001
"FL",19,2008,318620,0.423921913250894,0.00679178959261817,0.569286297156487
"FL",19,2008,340335,0.655659864545228,0.00432515021963653,0.340014985235136
"FL",19,2012,321523,0.388102872889342,0.00525001321833897,0.606647113892319
"FL",19,2016,381184,0.375173144728005,0.0290148589657488,0.595811996306246
"FL",20,1992,249018,0.468026407729562,0.196150479081833,0.335823113188605
"FL",20,1996,251705,0.589169861544268,0.0981466399157744,0.312683498539957
"FL",20,2000,233707,0.689555725759177,0,0.310444274240823
"FL",20,2000,294781,0.62519972454127,0.0184950861826237,0.356305189276107
"FL",20,2004,287549,0.638186882931257,0,0.361813117068743
"FL",20,2008,254046,0.810262708328413,0.00422758083181786,0.185509710839769
"FL",20,2008,295002,0.634077057104698,0.00506098263740585,0.360861960257897
"FL",20,2012,261702,0.827261541753598,0.00281618023553507,0.169922278010867
"FL",20,2012,265401,0.82607827400801,0.00259607160485454,0.171325654387135
"FL",20,2016,288812,0.801909200448735,0.0171876514826254,0.18090314806864
"FL",21,1992,146404,0.311200513647168,0.105878254692495,0.582921231660337
"FL",21,1996,163629,0.44547115731319,0.050871178091903,0.503657664594907
"FL",21,2000,181210,0.421179846586833,0,0.578820153413167
"FL",21,2000,203317,0.365458864728478,0.00994506116065061,0.624596074110871
"FL",21,2004,223558,0.430456525823276,0,0.569543474176724
"FL",21,2008,249614,0.487973430977429,0.00290448452410522,0.509122084498466
"FL",21,2008,320363,0.635844339077859,0.00463224529674151,0.3595234156254
"FL",21,2012,316922,0.60530035781675,0.00483715235925559,0.389862489823995
"FL",21,2012,323479,0.606734903965945,0.00426611928440486,0.38899897674965
"FL",21,2016,351663,0.58646772620378,0.0225556854147294,0.39097658838149
"FL",22,1992,258220,0.445116567268221,0.174788939663853,0.380094493067927
"FL",22,1996,230069,0.541946111818628,0.0814147060229757,0.376639182158396
"FL",22,2000,239749,0.584473762142908,0.0219688090461274,0.393557428810965
"FL",22,2000,259170,0.52424277501254,0,0.47575722498746
"FL",22,2004,322426,0.524650617506032,0,0.475349382493968
"FL",22,2008,321452,0.56751863419733,0.0059915632816097,0.426489802521061
"FL",22,2008,339810,0.517627497719314,0.00541184779729849,0.476960654483388
"FL",22,2012,322368,0.564044818344253,0.00502221064125472,0.430932971014493
"FL",22,2012,327485,0.544547078492145,0.00569186374948471,0.449761057758371
"FL",22,2016,356478,0.567639517726199,0.022158450170838,0.410202032102963
"FL",23,1992,153255,0.630511239437539,0.143336269615999,0.226152490946462
"FL",23,1996,142307,0.748663101604278,0.0675230311931247,0.183813867202597
"FL",23,2000,151521,0.787072419004626,0.0153576071963622,0.197569973799011
"FL",23,2000,163552,0.798021424378791,0,0.201978575621209
"FL",23,2004,206081,0.756571445208437,0.000135868905915635,0.243292685885647
"FL",23,2008,234652,0.828443823193495,0.00309394337146072,0.168462233435044
"FL",23,2008,280470,0.607786929083324,0.00537312368524263,0.386839947231433
"FL",23,2012,289642,0.615635853916214,0.00472652446813653,0.37963762161565
"FL",23,2012,302297,0.616139094995981,0.00443934276555838,0.379421562238461
"FL",23,2016,335744,0.61888820053374,0.0228269157453298,0.35828488372093
"FL",24,2000,250033,0.465946495062652,0,0.534053504937348
"FL",24,2004,342579,0.446991788755294,0.00138946053319088,0.551618750711515
"FL",24,2004,342580,0.446990483974546,0.00138945647731917,0.551617140521922
"FL",24,2008,241908,0.858301503050747,0.00251748598640806,0.139181010962845
"FL",24,2008,383338,0.487363632094914,0.00705643583469419,0.505579932070392
"FL",24,2012,252844,0.858853680530287,0.00233345462024015,0.138812864849472
"FL",24,2012,259378,0.875814448411199,0.00215901117288282,0.122026540415918
"FL",24,2016,266851,0.827139489827657,0.0173954753776452,0.155465034794698
"FL",25,2000,160358,0.4493071751955,0,0.5506928248045
"FL",25,2004,217343,0.437101724003073,0,0.562898275996927
"FL",25,2008,231609,0.471177717618918,0.0043651153452586,0.524457167035823
"FL",25,2008,259287,0.493314358220813,0.00507160019592189,0.501614041583265
"FL",25,2012,220382,0.448666406512329,0.00392954052508826,0.547404052962583
"FL",25,2012,231649,0.487073114928189,0.00385928711110344,0.509067597960708
"FL",25,2016,263235,0.478606568275495,0.0241191330940035,0.497274298630501
"FL",26,2008,266779,0.501819858384655,0.00477548832554286,0.493404653289802
"FL",26,2012,246498,0.555473066718594,0.00425155579355613,0.44027537748785
"FL",26,2012,266312,0.532368049505843,0.00459235783592178,0.463039592658235
"FL",26,2016,289209,0.567897264607948,0.0268525529980049,0.405250182394047
"FL",27,2008,244604,0.490703340910206,0.00422315252407974,0.505073506565714
"FL",27,2012,245103,0.530470863269727,0.00402687849597924,0.465502258234293
"FL",27,2012,271255,0.531094357707692,0.00437964277156181,0.464525999520746
"FL",27,2016,299037,0.585773666803773,0.0255553660583807,0.388670967137846
"GA",1,1992,193275,0.388389600310439,0.147546242400724,0.464064157288837
"GA",1,1996,182123,0.449168968224771,0.0682176331380441,0.482613398637185
"GA",1,2000,179360,0.376209857270294,0,0.623790142729706
"GA",1,2000,186401,0.352701970482991,0.00817592180299462,0.639122107714014
"GA",1,2000,199818,0.420908026303937,0.00713649420973086,0.571955479486333
"GA",1,2004,225083,0.334983095124909,0.0039007832666172,0.661116121608473
"GA",1,2004,231565,0.313769352017792,0.00298404335715674,0.683246604625051
"GA",1,2008,261649,0.444175211829588,0.00629851442199282,0.549526273748419
"GA",1,2008,263353,0.362445083215304,0.00669823392936477,0.630856682855331
"GA",1,2012,260167,0.430119884535702,0.0105278532634808,0.559352262200817
"GA",1,2016,269568,0.408765135327635,0.0273845560303894,0.563850308641975
"GA",2,1992,161616,0.600664538164538,0.107464607464607,0.291870854370854
"GA",2,1996,167437,0.492298595889797,0.0721107043246116,0.435590699785591
"GA",2,2000,167698,0.487089887774452,0.00691719638874644,0.505992915836802
"GA",2,2000,171667,0.524329078972662,0,0.475670921027338
"GA",2,2000,181194,0.453243484883605,0.00669448215724582,0.540062032959149
"GA",2,2004,201468,0.46046518553815,0.00283419699406357,0.536700617467786
"GA",2,2004,207933,0.496135774504287,0.00363578652739103,0.500228438968321
"GA",2,2008,241453,0.544238423212799,0.00508173433338994,0.450679842453811
"GA",2,2008,266346,0.577782283195543,0.00484332409722692,0.41737439270723
"GA",2,2012,262838,0.585904625662956,0.00607979059344539,0.408015583743599
"GA",2,2016,248104,0.549995163318608,0.017279044271757,0.432725792409635
"GA",3,1992,218492,0.370512421507424,0.146971056148509,0.482516522344067
"GA",3,1996,207432,0.425488834895291,0.0719512900613213,0.502559875043388
"GA",3,2000,189240,0.472278588036356,0.00933206510251532,0.518389346861129
"GA",3,2000,214636,0.330019195288768,0,0.669980804711232
"GA",3,2000,247250,0.418337714863498,0.0182082912032356,0.563453993933266
"GA",3,2004,226047,0.442076205390914,0.00334001336005344,0.554583781249032
"GA",3,2004,295014,0.292735260021558,0.00474892716955806,0.702515812808884
"GA",3,2008,300705,0.342614855090537,0.00744583561962721,0.649939309289836
"GA",3,2008,361009,0.346492746718226,0.00754828826982153,0.645958965011953
"GA",3,2012,296223,0.329981129081807,0.0114778393305044,0.658541031587689
"GA",3,2016,311864,0.327562655516507,0.0291312879973322,0.643306056486161
"GA",4,1992,251634,0.405310888035798,0.132040980153715,0.462648131810487
"GA",4,1996,221506,0.636628353182307,0.0481476799725515,0.315223966845142
"GA",4,2000,184389,0.700632901094968,0,0.299367098905032
"GA",4,2000,203212,0.692710076176604,0.0202104206444501,0.287079503178946
"GA",4,2000,230204,0.683476394849785,0.023700717624368,0.292822887525847
"GA",4,2004,235293,0.712583884773453,0.00249476185011879,0.284921353376429
"GA",4,2004,253790,0.721817250482683,0,0.278182749517317
"GA",4,2008,275908,0.793909564057584,0.00537860446235702,0.200711831480059
"GA",4,2008,306442,0.727276287193009,0.00584776238244105,0.26687595042455
"GA",4,2012,296928,0.735626145058735,0.00836566440349176,0.256008190537773
"GA",4,2016,298663,0.753046075342443,0.0245192742321613,0.222434650425396
"GA",5,1992,207571,0.675768773094507,0.0732954025369633,0.250935824368529
"GA",5,1996,182290,0.736452904712272,0.036518733885567,0.227028361402161
"GA",5,2000,188030,0.75528373131947,0.0083975961282774,0.236318672552252
"GA",5,2000,188914,0.727828535735838,0,0.272171464264163
"GA",5,2000,195443,0.698955705755642,0.0165367907778739,0.284507503466484
"GA",5,2004,243580,0.72391821988669,0.00722144675260695,0.268856227933328
"GA",5,2004,243730,0.736782505231198,0.007397530053748,0.255819964715054
"GA",5,2008,290973,0.796957105985779,0.00641640289648868,0.196626491117733
"GA",5,2008,302989,0.843868919333705,0.00679562624385704,0.149335454422438
"GA",5,2012,290363,0.830959867476228,0.0112101059708021,0.15783002655297
"GA",5,2016,305755,0.849719546695884,0.0312799463622835,0.119000506941833
"GA",6,1992,279991,0.294134454321746,0.149561950205542,0.556303595472712
"GA",6,1996,304267,0.330578077806663,0.0615019045772299,0.607920017616107
"GA",6,2000,240356,0.318282048295029,0,0.681717951704971
"GA",6,2000,258363,0.300530648738403,0.0243959080828137,0.675073443178783
"GA",6,2000,360447,0.320338357650362,0.0232627820456267,0.656398860304011
"GA",6,2004,308179,0.293167282650667,0.00776821262967301,0.69906450471966
"GA",6,2004,327671,0.294368436633086,0.00373850600144657,0.701893057365467
"GA",6,2008,308432,0.396311018311978,0.0107511542252425,0.592937827462779
"GA",6,2008,349864,0.343256236709121,0.00947511032858482,0.647268652962294
"GA",6,2012,307066,0.373847967537923,0.0171689473924173,0.608983085069659
"GA",6,2016,331262,0.468004177961855,0.0487469133193665,0.483248908718779
"GA",7,1992,200375,0.384793512164691,0.150203368683718,0.465003119151591
"GA",7,1996,195946,0.39632858032315,0.0934951466220285,0.510176273054821
"GA",7,2000,205322,0.308471571482842,0,0.691528428517158
"GA",7,2000,221351,0.271433153678999,0.0302415620439935,0.698325284277008
"GA",7,2000,229918,0.381248967023026,0.0197070259831766,0.599044006993798
"GA",7,2004,286859,0.297958230350102,0.00660603292906968,0.695435736720828
"GA",7,2004,297963,0.241976352768632,0.00174853924816168,0.756275107983206
"GA",7,2008,254024,0.391254369665858,0.00883774761439864,0.599907882719743
"GA",7,2008,353676,0.393747384611905,0.00826745382779719,0.597985161560298
"GA",7,2012,263733,0.383603872097917,0.0144957210512147,0.601900406850868
"GA",7,2016,294972,0.447540783531996,0.0410716949405367,0.511387521527467
"GA",8,1992,209440,0.397880061115355,0.153218105423988,0.448901833460657
"GA",8,1996,191182,0.474218284148089,0.0800075320898411,0.44577418376207
"GA",8,2000,191623,0.419485134874206,0,0.580514865125794
"GA",8,2000,204003,0.421694778998348,0.0105537663661809,0.567751454635471
"GA",8,2000,228993,0.293423816448538,0.0178957435380121,0.68868044001345
"GA",8,2004,242718,0.386765711648909,0.00458968844502674,0.608644599906064
"GA",8,2004,314663,0.264702236996406,0.000324156319618131,0.734973606683976
"GA",8,2008,265967,0.378701117055875,0.00697454947418289,0.614324333469942
"GA",8,2008,286619,0.431625258618584,0.00655923019757937,0.561815511183836
"GA",8,2012,265962,0.374775343846113,0.00894112692790699,0.61628352922598
"GA",8,2016,265514,0.344087317429589,0.0224507935551421,0.633461889015268
"GA",9,1992,201959,0.351403007541135,0.162438910868047,0.486158081590818
"GA",9,1996,212368,0.349040345061403,0.105392526180969,0.545567128757628
"GA",9,2000,190999,0.29013764469971,0,0.70986235530029
"GA",9,2000,212541,0.317355239694929,0.0189375226426901,0.66370723766238
"GA",9,2000,256865,0.283039729040547,0.0209331750141125,0.696027095945341
"GA",9,2004,256024,0.228611380183108,0.00574555510420898,0.765643064712683
"GA",9,2004,277799,0.273474706532421,0.00440606337675802,0.722119230090821
"GA",9,2008,264240,0.241046018770814,0.0109256736300333,0.748028307599152
"GA",9,2008,301042,0.234910743351426,0.0108323755489267,0.754256881099647
"GA",9,2012,265556,0.204514302068114,0.0138012321318291,0.781684465800057
"GA",9,2016,297215,0.193354978719109,0.0287771478559292,0.777867873424962
"GA",10,1992,205630,0.39397947770267,0.143228128191412,0.462792394105918
"GA",10,1996,197536,0.480763000161996,0.0625455613154058,0.456691438522598
"GA",10,2000,193866,0.281808052985052,0.0237999442914178,0.694392002723531
"GA",10,2000,202198,0.372100614249399,0,0.627899385750601
"GA",10,2000,211611,0.443729295736044,0.00971594104276243,0.546554763221194
"GA",10,2004,258099,0.228114018264309,0.00478498560629836,0.767100996129392
"GA",10,2004,260682,0.346414405290737,0.00593443352437069,0.647651161184892
"GA",10,2008,294606,0.407198088294196,0.00853682545501449,0.584265086250789
"GA",10,2008,307420,0.368258408691692,0.00913733654284041,0.622604254765467
"GA",10,2012,294854,0.363027125289126,0.0123857909338181,0.624587083777056
"GA",10,2016,315073,0.357666318599182,0.029685184068454,0.612648497332364
"GA",11,1992,183617,0.646497873290599,0.0919468240958081,0.261555302613592
"GA",11,1996,236808,0.371997567649742,0.0861288469984122,0.541873585351846
"GA",11,2000,181533,0.47122010874056,0.0144987412756909,0.51428114998375
"GA",11,2000,197044,0.345471062300806,0,0.654528937699194
"GA",11,2000,272081,0.336157247290329,0.0323175818965676,0.631525170813103
"GA",11,2004,219142,0.443114510226246,0.00194850827317447,0.55493698150058
"GA",11,2004,259587,0.286100613667094,0.00604421638988085,0.707855169943025
"GA",11,2008,298334,0.34347744474314,0.0108770706657639,0.645645484591096
"GA",11,2008,313113,0.327335498685778,0.0106095882317246,0.662054913082497
"GA",11,2012,300313,0.315117893664277,0.0160366018121094,0.668845504523614
"GA",11,2016,329312,0.352908487999223,0.0435119278981634,0.603579584102614
"GA",12,2000,177132,0.52236185443624,0,0.47763814556376
"GA",12,2000,179146,0.535010550054146,0.014714255411787,0.450275194534067
"GA",12,2004,223798,0.492372585992726,0.0038919025192361,0.503735511488038
"GA",12,2004,224556,0.536895028411621,0.00310835604481733,0.459996615543562
"GA",12,2008,262524,0.552738035379622,0.00512334110405144,0.442138623516326
"GA",12,2008,264132,0.439749822058668,0.00537988581466842,0.554870292126664
"GA",12,2012,268263,0.436627488695795,0.00935648971345284,0.554016021590752
"GA",12,2016,267675,0.406974876249183,0.024410198935276,0.568614924815541
"GA",13,2000,161863,0.567733206477082,0.02095599364895,0.411310799873968
"GA",13,2000,186220,0.566646976694233,0,0.433353023305767
"GA",13,2004,213362,0.641688773071119,0.000576485034823446,0.357734741894058
"GA",13,2004,242463,0.59749322577053,0.00494920874525185,0.397557565484218
"GA",13,2008,296004,0.679240821069986,0.00560127565843705,0.315157903271577
"GA",13,2008,315773,0.717920784867611,0.00584280479965038,0.276236410332739
"GA",13,2012,292870,0.69255300986786,0.00785331375695701,0.299593676375184
"GA",13,2016,301531,0.710444365587618,0.0237521183559899,0.265803516056392
"GA",14,2008,240011,0.277995591868706,0.012249438567399,0.709754969563895
"GA",14,2012,232703,0.253052173800939,0.0147484132134094,0.732199412985651
"GA",14,2016,255872,0.22086433841921,0.0293506128064032,0.749785048774387
"HI",1,1992,183226,0.478272734218943,0.127918526846627,0.393808738934431
"HI",1,1996,172973,0.568932723604262,0.0932573291785423,0.337809947217196
"HI",1,2000,173220,0.551876226763653,0.056806373397991,0.391317399838356
"HI",1,2000,181288,0.553831472574026,0.0563247429504435,0.389843784475531
"HI",1,2004,209958,0.527257832518885,0,0.472742167481115
"HI",1,2008,217209,0.704344663434756,0.0142857800551543,0.281369556510089
"HI",1,2008,222778,0.702852166731006,0.0141979908249468,0.282949842444047
"HI",1,2012,216671,0.697015290463421,0.0127982055743501,0.290186503962228
"HI",1,2016,209300,0.630716674629718,0.0639034878165313,0.305379837553751
"HI",2,1992,185823,0.493103652400403,0.15906534713141,0.347831000468187
"HI",2,1996,187147,0.569616397804934,0.133766504405628,0.296617097789438
"HI",2,2000,186525,0.56201581557432,0.0781503819863289,0.359833802439351
"HI",2,2000,195277,0.561489576345397,0.0762404174582772,0.362270006196326
"HI",2,2004,216707,0.556664067150577,0.00560203408288611,0.437733898766537
"HI",2,2008,230790,0.733528315784913,0.0171931192859309,0.249278564929156
"HI",2,2008,236359,0.731433962743115,0.0170418727444269,0.251524164512458
"HI",2,2012,218026,0.713836881839781,0.0194976745892692,0.26666544357095
"HI",2,2016,219637,0.614113286923424,0.0902580166365412,0.295628696440035
"IA",1,1992,277298,0.46395935059034,0.191068814055637,0.344971835354023
"IA",1,1996,251482,0.540153967281953,0.0931915604297723,0.366654472288275
"IA",1,2000,260181,0.52215957352766,0.0297369907871828,0.448103435685158
"IA",1,2000,275481,0.534624892460823,0.0360605631604357,0.429314544378741
"IA",1,2004,297834,0.528415157436693,0.00799438613455818,0.463590456428749
"IA",1,2008,302350,0.580102530180255,0.0143112287084505,0.405586241111295
"IA",1,2008,389985,0.582868571868149,0.0146031257612472,0.402528302370604
"IA",1,2012,403308,0.559336784789788,0.0172820772213792,0.423381137988832
"IA",1,2016,395633,0.446208986611329,0.0725116458940483,0.481279367494623
"IA",2,1992,270512,0.444446087419412,0.204349529780564,0.351204382800024
"IA",2,1996,243956,0.529390545836134,0.0969560084605421,0.373653445703324
"IA",2,2000,257137,0.51458172102809,0.0303262463200551,0.455092032651855
"IA",2,2000,266323,0.531260912500986,0.0434847910244327,0.425254296474582
"IA",2,2004,310642,0.552278829005737,0.00994714172584519,0.437774029268418
"IA",2,2008,319039,0.598588260369422,0.0177752563166259,0.383636483313952
"IA",2,2008,386421,0.568201521138861,0.0178484088597669,0.413950070001372
"IA",2,2012,396273,0.555036553083354,0.0196657354904321,0.425297711426214
"IA",2,2016,384495,0.444208637303476,0.0710412359068388,0.484750126789685
"IA",3,1992,264038,0.456354767116854,0.178110726486339,0.365534506396807
"IA",3,1996,244538,0.503995289075726,0.106257514169577,0.389747196754697
"IA",3,2000,257037,0.475324564167805,0.035313982033715,0.48936145379848
"IA",3,2000,271435,0.489583141451913,0.0266214747545453,0.483795383793542
"IA",3,2004,312014,0.495657246149211,0.00782977686898665,0.496512976981802
"IA",3,2008,323488,0.537676822633297,0.017883198140271,0.444439979226432
"IA",3,2008,377498,0.522153759755019,0.0170040635976879,0.460842176647293
"IA",3,2012,397638,0.512078825464367,0.0185369607532479,0.469384213782385
"IA",3,2016,402164,0.444935399488766,0.0752603415522026,0.479804258959032
"IA",4,1992,273443,0.431033158647323,0.174935909860556,0.394030931492121
"IA",4,1996,257692,0.493806559769027,0.0895759278518542,0.416617512379119
"IA",4,2000,269177,0.480278775675485,0.0316000252621881,0.488121199062327
"IA",4,2000,282346,0.476960891955261,0.0252987469275286,0.497740361117211
"IA",4,2004,306629,0.483747460285883,0.00884130333399646,0.507411236380121
"IA",4,2008,314224,0.528616528336473,0.0182163042924793,0.453167167371047
"IA",4,2008,382536,0.483491749796098,0.0159723529288747,0.500535897275028
"IA",4,2012,384961,0.450411859902691,0.0178849286031572,0.531703211494151
"IA",4,2016,383739,0.331999093133614,0.0654324944819265,0.602568412384459
"IA",5,1992,259421,0.38205079773804,0.194059077715374,0.423890124546586
"IA",5,1996,236407,0.443197536451966,0.105821739626999,0.450980723921034
"IA",5,2000,242097,0.421632651375275,0.0299714577214918,0.548395890903233
"IA",5,2000,248447,0.398491428755429,0.0306826003131453,0.570825970931426
"IA",5,2004,279789,0.393060484865381,0.00867796804020172,0.598261547094418
"IA",5,2008,278022,0.440745696383739,0.0154556114264339,0.543798692189827
"ID",1,1992,244963,0.308205729028466,0.276274376130273,0.415519894841262
"ID",1,1996,263352,0.346672894073332,0.141529208056138,0.511797897870531
"ID",1,2000,253870,0.277791783196124,0.0472013235120337,0.675006893291842
"ID",1,2000,274866,0.283505417185101,0.0525419659033856,0.663952616911513
"ID",1,2004,313524,0.302735994692591,0.011291001645807,0.685973003661602
"ID",1,2008,329239,0.351316217094573,0.0232627361886046,0.625421046716823
"ID",1,2008,357131,0.35878711173211,0.0229887632269391,0.618224125040951
"ID",1,2012,328258,0.321835263725484,0.0290411810222447,0.649123555252271
"ID",1,2016,359661,0.253805667003095,0.109389119198356,0.636805213798549
"ID",2,1992,225090,0.273286241059132,0.278635212581634,0.448078546359234
"ID",2,1996,228359,0.324690509242027,0.141886240524788,0.533423250233185
"ID",2,2000,226749,0.267745392482437,0.0511534780748757,0.681101129442688
"ID",2,2000,245933,0.276721708758076,0.0500908784099734,0.67318741283195
"ID",2,2004,283014,0.304518504384942,0.00941649529705244,0.686065000318005
"ID",2,2008,297901,0.363563734260711,0.0247397625385615,0.611696503200728
"ID",2,2008,325810,0.370685368773211,0.0243638930665112,0.604950738160277
"ID",2,2012,324016,0.33066885585897,0.0279091155992297,0.6414220285418
"ID",2,2016,330594,0.297891068803427,0.157570917802501,0.544538013394072
"IL",1,1992,263868,0.811182106204618,0.0651651583367441,0.123652735458638
"IL",1,1996,210651,0.853278645722071,0.0379537718786049,0.108767582399324
"IL",1,2000,222616,0.873966830775865,0.016620548388256,0.109412620835879
"IL",1,2000,254741,0.837101212604174,0.00823189042988761,0.154666896965938
"IL",1,2004,282184,0.829550931307232,0.00200223967340459,0.168446829019363
"IL",1,2008,290190,0.865302043488749,0.00556876529170543,0.129129191219546
"IL",1,2008,356432,0.805876015621493,0.00659873412039323,0.187525250258114
"IL",1,2012,333334,0.788806422387155,0.00852298295403409,0.202670594658811
"IL",1,2016,329221,0.747103009832301,0.0380291658187054,0.214867824348994
"IL",2,1992,243494,0.800003285501901,0.0696854953304804,0.130311219167618
"IL",2,1996,200897,0.850291442878689,0.0391842586001782,0.110524298521133
"IL",2,2000,214754,0.88227460256852,0.0108403103085391,0.106885087122941
"IL",2,2000,247832,0.824639271764744,0.00990590399948352,0.165454824235773
"IL",2,2004,274788,0.839239704790602,0.00128462669403322,0.159475668515365
"IL",2,2008,292874,0.897143481497163,0.00469826614858267,0.0981582523542547
"IL",2,2008,332417,0.812320067866565,0.00687088807130803,0.180809044062127
"IL",2,2012,310887,0.806650004664074,0.00777774561174961,0.185572249724176
"IL",2,2016,305228,0.775626744597481,0.0343120552505013,0.190061200152017
