"year","state_abb","district","total_votes","dem","other","rep"
1976,"FL",15,172233,0.00000408883348566037,NA,0.00000171725477849343
1976,"GA",1,73888,0.0000135226409181614,0.00000001135648331111,NA
1976,"GA",2,96026,0.0000103900960955497,0.0000000237501544242632,NA
1976,"GA",3,105004,0.00000845051260174207,0.0000000000906960375398939,0.0000010728434280594
1976,"GA",4,161412,0.00000423204512178144,0.0000000004222027402218,0.00000196285892135844
1976,"GA",5,144063,0.00000462827961636761,0.000000000433648252553807,0.00000231269431400863
1976,"GA",6,149944,0.00000344844102199371,0.000000000533731778671058,0.00000322018173131539
1976,"GA",7,153554,0.00000358741280690899,0.000000000848218474921439,0.00000292410595952042
1976,"GA",8,130186,0.00000534321994257632,0.000000000236010554117264,0.00000233786154644709
1976,"GA",9,143357,0.00000551037592573375,0.00000000768810451910400,0.00000145752837193191
1976,"GA",10,94864,0.0000105322947024697,0.0000000091119428330539,NA
1976,"HI",1,137602,0.00000317149126209075,0.0000012573470853721,0.00000283849788311519
1976,"HI",2,156099,0.00000509363157401622,0.000000331022851816163,0.000000981536517094862
1976,"IA",1,211204,0.00000226475007178592,0.0000000108951193269714,0.00000245911362027325
1976,"IA",2,204550,0.00000246123974615388,0.0000000293016112719427,0.00000239823889190197
1976,"IA",3,208938,0.00000208408697572933,NA,0.00000270202182209587
1976,"IA",4,210356,0.00000328461379289959,NA,0.0000014692320684022
1976,"IA",5,209052,0.00000310278037535412,0.000000047479861938494,0.00000163323860510067
1976,"IA",6,198002,0.00000340537452631756,0.0000000561921103873024,0.00000158888739911296
1976,"ID",1,175495,0.00000258655495780999,NA,0.00000311161308116548
1976,"ID",2,166412,0.00000296960016472846,NA,0.0000030395818654136
1976,"IL",1,137193,0.00000672790050391529,0.0000000219956315040506,0.000000539105490028022
1976,"IL",2,150335,0.00000563245803842378,0.0000000000442465889881441,0.00000101930867051988
1976,"IL",3,196365,0.00000299775307461554,0.0000000347517464161122,0.00000206005240658019
1976,"IL",4,189772,0.00000180277281221908,0.0000000000277674328787364,0.0000034666806926116
1976,"IL",5,155092,0.00000496126795611736,NA,0.0000014865178742285
1976,"IL",6,176027,0.00000223843376464626,0.0000000000322731551009424,0.00000344248063515222
1976,"IL",7,104094,0.00000814346403804363,0.0000000000922887163050764,0.00000146314530830068
1976,"IL",8,131107,0.00000614315671648557,NA,0.00000148420109049652
1976,"IL",9,168983,0.00000426944193058592,0.000000000490277546062444,0.00000164782283231587
1976,"IL",10,213414,0.00000234499384124882,0.000000000153692341941704,0.00000234058067543021
1976,"IL",11,201440,0.0000033455259936243,0.000000000123219255041225,0.00000161860813422153
1976,"IL",12,208553,0.00000130232995870556,0.000000000229914899849156,0.0000034923843372187
1976,"IL",13,164266,0.00000184473231221536,0.000000176516463488795,0.00000406643826848028
1976,"IL",14,236588,0.00000108095058114289,0.000000000125058326882079,0.00000314568142344128
1976,"IL",15,190231,0.00000242280324233197,NA,0.00000283396353069661
1976,"IL",16,168328,0.00000190588686851833,0.0000000000705857882492624,0.00000403482482790434
1976,"IL",17,194365,0.00000214994257377518,NA,0.00000299501665242296
1976,"IL",18,187130,0.0000022589188478335,NA,0.000003084959739245
1976,"IL",19,193539,0.00000162763807150877,0.0000000000266970339939438,0.00000353925249361112
1976,"IL",20,215857,0.00000168763333175344,NA,0.00000294506331463746
1976,"IL",21,184035,0.00000138758643038112,0.0000000000590512567189175,0.00000404610353349515
1976,"IL",22,210289,0.00000292136419091266,NA,0.00000183399628918853
1976,"IL",23,162938,0.00000482556798639986,NA,0.00000131173577331243
1976,"IL",24,226110,0.00000297979107080601,NA,0.00000144283508460508
1976,"IN",1,169911,0.00000419660747754127,NA,0.000001688826661508
1976,"IN",2,214845,0.00000254811835304894,0.0000000351615505156434,0.0000020712384701467
1976,"IN",3,178871,0.00000318104472618768,NA,0.00000240957644773095
1976,"IN",4,198183,0.00000224971666645887,0.0000000524486632440248,0.00000274367614004981
1976,"IN",5,206001,0.00000185706086551669,NA,0.00000299728450173881
1976,"IN",6,192627,0.00000285062769656946,NA,0.00000234075253569289
1976,"IN",7,207360,0.00000179903006847994,NA,0.00000302350079571759
1976,"IN",8,216026,0.00000233596452476307,NA,0.00000229310790170411
1976,"IN",9,136056,0.000007349914740989,NA,NA
1976,"IN",10,191449,0.00000312552523379123,NA,0.00000209779794888405
1976,"IN",11,191859,0.00000314847570729846,0.0000000308341164656262,0.00000203285119031396
1976,"KS",1,194772,0.000001382824164101,0.0000000000527201877314093,0.00000375133131812229
1976,"KS",2,174861,0.00000289913426507176,0.000000106945333033839,0.00000271274849964061
1976,"KS",3,179865,0.00000161074855011244,0.000000129113350485889,0.0000038198634489694
1976,"KS",4,179168,0.00000280572308610782,0.0000000706827770701661,0.00000270494795000294
1976,"KS",5,180625,0.00000200273464158715,0.000000175078363525341,0.00000335851917481831
1976,"KY",1,144985,0.00000565567661929925,0.000000000475722677127605,0.00000124111289235821
1976,"KY",2,130920,0.00000461002252596002,0.000000000233371596940368,0.00000302799647030127
1976,"KY",3,140744,0.00000406363339408014,0.000000112525328406438,0.00000292893989628225
1976,"KY",4,174502,0.00000252895246446463,NA,0.00000320164088117038
1976,"KY",5,150473,0.00000216976113142059,0.0000000503927994412737,0.00000442555659527904
1976,"KY",6,96493,0.000009740734973358,0.000000622711079723575,NA
1976,"KY",7,150831,0.00000485494706926793,NA,0.00000177498974743421
1976,"LA",1,130558,0.00000361693074001278,0.000000717319992184135,0.00000332518032526413
1976,"LA",2,92827,0.00000997150707798823,0.00000080122068440849,NA
1976,"LA",3,148863,0.00000179276418820579,NA,0.00000492482178010064
1976,"LA",4,76406,0.0000130879773839751,NA,NA
1976,"LA",5,159270,0.00000329941346594566,NA,0.00000297923285790692
1976,"LA",6,152992,0.00000227338054124775,NA,0.0000042629089379407
1976,"LA",7,140610,0.00000592762024462879,NA,0.00000118424946591811
1976,"LA",8,112811,0.00000835158833244147,0.000000512795459919208,NA
1976,"MA",1,215870,0.00000167770901459571,0.000000000793993854517609,0.00000295391465032589
1976,"MA",2,185755,0.00000389532854742503,0.000000283553765460437,0.0000012045528570965
1976,"MA",3,168568,0.00000593063480877587,0.00000000168923849288655,NA
1976,"MA",4,209835,0.00000248163059950459,0.000000000113557061514103,0.00000228390504399624
1976,"MA",5,214263,0.00000314139171752522,0.000000000217823954008558,0.00000152555184429433
1976,"MA",6,221813,0.00000247072178983232,0.000000174711871352878,0.00000186286837701816
1976,"MA",7,210809,0.00000364816415261005,0.000000261473591239708,0.000000833992746309577
1976,"MA",8,178850,0.00000416199261441779,0.000000383964615981847,0.00000104532037653355
1976,"MA",9,149371,0.00000465679532706924,0.000000489563867119444,0.00000154838074863823
1976,"MA",10,176691,NA,0.00000000278670113996247,0.00000565681112783831
1976,"MA",11,191055,0.00000361045841251929,0.00000162363648162114,NA
1976,"MA",12,222504,0.00000449256413410348,0.00000000173709194189723,NA
1976,"MD",1,158912,0.00000289046574144781,NA,0.00000340232523720705
1976,"MD",2,196303,0.00000361220909566712,0.000000566992992120686,0.000000914963564290866
1976,"MD",3,143461,0.0000051996353778795,NA,0.00000177090016836652
1976,"MD",4,165013,0.0000025654359539467,NA,0.00000349469264198211
1976,"MD",5,134893,0.00000427761488722519,NA,0.00000313566823347047
1976,"MD",6,179004,0.00000395728388958377,NA,0.00000162918345192815
1976,"MD",7,100633,0.00000937997368788369,0.000000557124480709117,NA
1976,"MD",8,237652,0.0000017766592205003,0.000000460972093775604,0.00000197020198819998
1976,"MI",1,136582,0.0000067629813053288,0.0000000800873017030717,0.000000478540389761259
1976,"MI",2,191738,0.00000258552917312242,0.0000000350347866451525,0.00000259488629005249
1976,"MI",3,196158,0.00000247572890073687,0.0000000432975126088077,0.00000257890484614922
1976,"MI",4,179737,0.00000215614180146885,0.0000000681310473768278,0.00000333941186826877
1976,"MI",5,205438,0.00000225029056787809,0.0000000207559468213198,0.00000259660211895162
1976,"MI",6,206504,0.00000255391732114799,0.0000000372151685229123,0.000002251388720572
1976,"MI",7,177582,0.00000394033787802543,0.000000095797205291444,0.00000159506627718137
1976,"MI",8,186632,0.00000316170676469047,0.0000000339347970603406,0.00000216249637815232
1976,"MI",9,209701,0.00000140174389298811,0.0000000306541225442153,0.00000333629645898139
1976,"MI",10,210184,0.00000203679201259945,0.0000000334560857370748,0.0000026874879805277
1976,"MI",11,217115,0.00000206464198461759,0.0000000194955662354335,0.00000252171648963244
1976,"MI",12,180867,0.00000289840038812253,0.0000000221930990009698,0.00000260833108175861
1976,"MI",13,93687,0.0000095003517380847,0.000000147882242508232,0.00000102560550620886
1976,"MI",14,161666,0.00000411323192540539,0.0000000446894960035859,0.00000202767109649832
1976,"MI",15,158550,0.00000466674045903027,0.0000000819473148381028,0.00000155847085117105
1976,"MI",16,160344,0.00000473283007815689,0.0000000888363430787654,0.00000141492490740776
1976,"MI",17,175573,0.00000365751135447557,0.0000000762670888046766,0.00000196185812954131
1976,"MI",18,186195,0.00000355114074512146,0.000000060198604006632,0.00000175937415016029
1976,"MI",19,197645,0.00000164698309669136,0.0000000386293655735776,0.00000337396405118089
1976,"MN",1,231773,0.00000131481158449103,0.0000000552135234263116,0.00000294454129973152
1976,"MN",2,245810,0.00000161343720445484,NA,0.00000245474553831396
1976,"MN",3,225459,0.0000014173028640916,0.0000000865994004737552,0.0000029314939715574
1976,"MN",4,200599,0.00000331218032948602,0.000000187624446569075,0.00000148526494014489
1976,"MN",5,195596,0.00000361267551409228,0.000000173010492701676,0.00000132689298255143
1976,"MN",6,246708,0.00000242351752885153,NA,0.00000162985731104016
1976,"MN",7,241627,0.00000298165886899324,0.000000055049699017373,0.00000110190176941028
1976,"MN",8,206755,0.00000483664240284395,NA,NA
1976,"MO",1,133184,0.00000492220706941895,NA,0.00000258620234912982
1976,"MO",2,218379,0.00000233947227085134,NA,0.00000223972261510381
1976,"MO",3,180732,0.00000352402655139425,NA,0.00000200902791599393
1976,"MO",4,207560,0.0000026915481668996,NA,0.00000212633581845404
1976,"MO",5,148302,0.0000045866313700439,0.000000261213739847954,0.00000189515228731115
1976,"MO",6,206661,0.00000196107268169974,0.0000000453536837735347,0.00000283241598988163
1976,"MO",7,215504,0.000001762371254327,NA,0.00000287791384478949
1976,"MO",8,196647,0.00000342347696222059,0.000000105559749216567,0.00000155621757670352
1976,"MO",9,215141,0.00000259961781479475,NA,0.00000204849667756143
1976,"MO",10,182699,0.00000394485447251513,NA,0.00000152862923566062
1976,"MS",1,93687,0.0000106738394868018,NA,NA
1976,"MS",2,119173,0.00000528734838447622,0.000000104209178195078,0.00000299960486505981
1976,"MS",3,137409,0.00000683684153883634,NA,0.000000440702144619618
1976,"MS",4,132991,0.00000162478882994239,0.000000176517755057248,0.00000571799923268727
1976,"MS",5,153278,0.00000207387838165715,NA,0.00000445021509555419
1976,"MT",1,167784,0.00000396025491393781,NA,0.00000199978895198505
1976,"MT",2,153121,0.00000294173336368738,NA,0.00000358904948125224
1976,"NC",1,129956,0.0000058389222465294,0.000000121383928825235,0.00000173460594874891
1976,"NC",2,113368,0.00000882083127513937,NA,NA
1976,"NC",3,112282,0.00000612290667356616,NA,0.00000278324034910889
1976,"NC",4,152082,0.00000398483549284974,NA,0.00000259056462024714
1976,"NC",5,182164,0.00000297703185111602,0.00000000741327309087592,0.00000250511373484319
1976,"NC",6,107811,0.00000893479379820376,0.000000340697570951525,NA
1976,"NC",7,117418,0.00000692413809565949,NA,0.00000159244368907539
1976,"NC",8,151081,0.00000435022833089433,0.000000117894622526956,0.00000215084303171252
1976,"NC",9,153788,0.0000029955499577519,0.0000000272295816730733,0.00000347967838967223
1976,"NC",10,167072,0.00000240711754307529,NA,0.0000035783258585719
1976,"NC",11,184405,0.00000276007754374883,0.000000052815445502977,0.0000026099534628509
1976,"ND",1,289881,0.00000124076837411011,0.0000000547417062707432,0.00000215418134472117
1976,"NE",1,200268,0.0000013388843857454,0.000000000274264478727712,0.00000365415031576145
1976,"NE",2,194775,0.00000280188622408082,0.00000000334762879561097,0.00000232889527047103
1976,"NE",3,206765,0.00000119321388793017,0.000000117726133026592,0.00000352546846210372
1976,"NH",1,158242,0.00000430526021501275,0.0000000938079164894807,0.00000192036665825017
1976,"NH",2,166703,0.00000236747966635337,NA,0.00000363121261872849
1976,"NJ",1,194898,0.00000359676638911773,0.0000000503090274739722,0.0000014838135612326
1976,"NJ",2,229668,0.00000268739362076538,NA,0.0000016667175309841
1976,"NJ",3,204739,0.0000030336328947522,0.0000000391478058278157,0.00000181148658606298
1976,"NJ",4,170868,0.00000388003463211617,0.0000000958354613806467,0.00000187660081972275
1976,"NJ",5,206106,0.00000152067988928071,0.0000000872181644909288,0.00000324397428376342
1976,"NJ",6,214304,0.00000185194925384186,0.0000000725293988988894,0.00000274178982568242
1976,"NJ",7,213150,0.00000265283396638198,NA,0.00000203869781874587
1976,"NJ",8,154196,0.00000457768924772235,0.0000000243939302622997,0.00000188316935774909
1976,"NJ",9,202344,0.00000219140740227612,0.000000126199548026267,0.0000026244718857392
1976,"NJ",10,106775,0.00000774017798264951,0.000000122885028655357,0.00000150242516476631
1976,"NJ",11,190808,0.00000354392134876476,0.0000000655081333746993,0.0000016314409216172
1976,"NJ",12,187282,0.00000140241295960674,0.0000000319319871263808,0.000003905196493448
1976,"NJ",13,209051,0.00000240927709448891,0.0000000848925171244821,0.00000228935211275052
1976,"NJ",14,146768,0.00000339698824260987,0.000000337730470727128,0.00000307875561349174
1976,"NJ",15,179836,0.00000328283117461488,0.000000593024574719212,0.0000016847661506192
1976,"NM",1,225546,0.00000121483757521484,0.0000000227831189267637,0.00000319606467380995
1976,"NM",2,175694,0.00000400289854703285,NA,0.00000168881545572194
1976,"NV",1,199863,0.00000385517978736195,0.000000544320463626399,0.000000603927096744848
1976,"NY",1,207468,0.000003015103207621,0.000000372139738938296,0.00000143277749032736
1976,"NY",2,159902,0.00000352666258862155,0.000000473939773420973,0.00000225322810912107
1976,"NY",3,181439,0.00000286344723439425,0.000000469621749787674,0.00000217842523701638
1976,"NY",4,190029,0.00000219622702856283,0.000000537702882604587,0.00000252842478206361
1976,"NY",5,198234,0.00000210913283917236,0.000000432987805054387,0.00000250242267326672
1976,"NY",6,181947,0.0000031528443369342,0.000000513703324524335,0.00000182955834743417
1976,"NY",7,113373,0.00000638794115347946,0.000000884588292290079,0.00000154791281120522
1976,"NY",8,137861,0.00000520655553984831,0.000000797289003934367,0.00000124983851378981
1976,"NY",9,115195,0.00000402550495523115,0.00000134718544469406,0.00000330824193220726
1976,"NY",10,115962,0.00000513259821450559,0.000000724315139443986,0.00000276660124566064
1976,"NY",11,114458,0.00000647067932186185,0.000000800342959652253,0.00000146580694842177
1976,"NY",12,49632,0.0000167646677742901,0.0000012174549883792,0.00000216616866221788
1976,"NY",13,132224,0.00000587204179870423,0.000000682427097663597,0.0000010084546273495
1976,"NY",14,65591,0.0000120715564387006,0.00000142950806981956,0.00000174492960652608
1976,"NY",15,109487,0.00000495103060798705,0.00000137611122003967,0.00000280636260628968
1976,"NY",16,113418,0.00000676262563151703,0.000000880932426617977,0.00000117338457883619
1976,"NY",17,135915,0.00000482469247575889,0.00000103151173760278,0.00000150133542538313
1976,"NY",18,149422,0.00000442573080693653,0.000000935238126356265,0.00000133148599302328
1976,"NY",19,94481,0.00000872095560631755,0.00000100877603096879,0.000000854406972592891
1976,"NY",20,110490,0.00000675792341147372,0.00000113654607015912,0.00000115612333219646
1976,"NY",21,41883,0.0000211972998258795,0.0000012946177900326,0.00000138411800713305
1976,"NY",22,106592,0.00000760272016101755,0.00000079925332865098,0.000000979593607299352
1976,"NY",23,173430,0.00000249627926123419,0.000000656493883999446,0.00000261324196172594
1976,"NY",24,183012,0.00000297852781142895,0.000000405273969911454,0.00000208032078985711
1976,"NY",25,197605,0.00000149089309461444,0.000000420792641844336,0.00000314891495684352
1976,"NY",26,183981,0.00000178767423124038,0.000000101066476261727,0.00000354660315952764
1976,"NY",27,190674,0.00000334913292643139,0.000000276951285991949,0.00000161846931873456
1976,"NY",28,215162,0.00000367286213160235,0.000000106016486949106,0.000000868782213751642
1976,"NY",29,214222,0.00000207798619208013,0.000000487785582258091,0.00000210228286057322
1976,"NY",30,171515,0.00000258183973866775,0.000000206374492152202,0.00000304217961228415
1976,"NY",31,185175,0.00000180905211025975,0.00000022394427319262,0.00000336730063288353
1976,"NY",32,185140,0.00000295882176886679,0.000000251365211257815,0.00000219113094144826
1976,"NY",33,182755,0.00000146275126472164,0.000000261591603722709,0.00000374746364847722
1976,"NY",34,192196,0.00000157682999381089,0.000000199868419735022,0.00000342632350158239
1976,"NY",35,187915,0.00000173272310183936,0.000000169658812524427,0.00000341917304399504
1976,"NY",36,184947,0.00000347211332035196,0.000000274576586576395,0.0000016602645178528
1976,"NY",37,127951,0.00000583967522369054,0.000000530618579433912,0.00000144519806485626
1976,"NY",38,212009,0.000000979669399746737,0.000000364088879657886,0.00000337302261197263
1976,"NY",39,178004,0.00000347118599216034,0.000000132205900034183,0.00000201445939204628
1976,"OH",1,169516,0.00000198342309605279,0.0000000950734608021094,0.00000382065160615036
1976,"OH",2,171637,0.00000299321845461948,NA,0.00000283303113026024
1976,"OH",3,145374,0.00000160280312860788,0.000000502990501493869,0.00000477301551045983
1976,"OH",4,172957,0.00000173108864098425,NA,0.00000405069527062384
1976,"OH",5,185214,0.000001757917533502,NA,0.000003641242357219
1976,"OH",6,174131,0.00000221185519842671,NA,0.00000353094763392365
1976,"OH",7,155782,0.00000225626046125125,NA,0.00000416296640706473
1976,"OH",8,161357,0.00000178306401794511,0.000000159701451546953,0.00000425467250964736
1976,"OH",9,167969,0.00000322681432103881,0.000000106686194050163,0.00000261997899601129
1976,"OH",10,184904,0.00000168932035325555,NA,0.00000371889147558536
1976,"OH",11,168264,0.00000167938332395591,NA,0.0000042636585626033
1976,"OH",12,195840,0.00000233158520761246,0.000000402286054842689,0.00000237233788787165
1976,"OH",13,163683,0.00000403331210424789,0.000000216257579811516,0.00000185980025661861
1976,"OH",14,164188,0.00000451269963536692,0.0000000971522074854994,0.00000148072724940767
1976,"OH",15,167371,0.00000206121777591307,NA,0.00000391353292761382
1976,"OH",16,174091,0.00000183686137742273,0.000000067507649911209,0.00000383975329949513
1976,"OH",17,167042,0.00000258638580148418,NA,0.00000340013255916763
1976,"OH",18,185834,0.00000338507173287698,0.000000671738428749798,0.00000132433645309389
1976,"OH",19,179895,0.00000279294884796889,0.000000103423094219812,0.00000266242624564308
1976,"OH",20,121976,0.00000663960479046228,0.0000015587293080489,NA
1976,"OH",21,109626,0.00000764720182696861,0.000000440094996494532,0.00000103462680779221
1976,"OH",22,176723,0.00000411561983025059,0.000000174858208993647,0.00000136809498181131
1976,"OH",23,178380,0.00000410365688450354,NA,0.00000150235275783304
1976,"OK",1,187044,0.00000288534168066806,0.0000000493062003977652,0.00000241168774049915
1976,"OK",2,189743,0.00000284430990141683,NA,0.00000242597674947411
1976,"OK",3,184565,0.0000044407567420141,0.0000000458545394095764,0.000000931534087416567
1976,"OK",4,155357,0.00000482374780638639,0.000000197300296792029,0.00000141573942490207
1976,"OK",5,157764,0.00000300335727837707,0.00000017521459079359,0.00000316000980979285
1976,"OK",6,193451,0.00000367412919069391,NA,0.00000149513847915531
1976,"OR",1,264000,0.0000022217056932966,0.000000000229568411386593,0.0000015659435261708
1976,"OR",2,240761,0.00000298991514364033,0.000000000293276081089622,0.00000116328820140908
1976,"OR",3,177051,0.00000473738258396045,0.000000910707514372794,NA
1976,"OR",4,244852,0.00000204286720504367,0.000000607714421298724,0.00000143351815638349
1976,"PA",1,159205,0.00000461950320207408,0.0000000760270796108598,0.00000158567947931503
1976,"PA",2,149369,0.00000492378273840539,0.0000000720269342371076,0.00000169901991047047
1976,"PA",3,134818,0.00000542625329754882,0.0000000385125503998315,0.0000019526413232006
1976,"PA",4,214590,0.00000314643998817422,NA,0.00000151360940834939
1976,"PA",5,200981,0.00000201268216479286,NA,0.00000296291254316461
1976,"PA",6,180998,0.00000407884231450567,0.0000000387969869315146,0.00000140728362588798
1976,"PA",7,202351,0.00000267269561299194,0.00000000310165158494441,0.00000226611060837655
1976,"PA",8,189623,0.00000261020963005866,0.0000000896907576254774,0.00000257372148308048
1976,"PA",9,154359,0.00000647840423946773,NA,NA
1976,"PA",10,200143,0.00000187044930127873,NA,0.00000312597825301995
1976,"PA",11,183796,0.00000385350099419124,NA,0.00000158731382223567
1976,"PA",12,180993,0.00000373961344272833,NA,0.00000178546211267989
1976,"PA",13,206140,0.00000177520434111602,NA,0.00000307586774581519
1976,"PA",14,159644,0.00000449152756178129,0.0000000731376002442547,0.00000169927209837885
1976,"PA",15,166890,0.00000390790380078184,0.0000000154385968389272,0.00000206862836156193
1976,"PA",16,156455,0.00000236275861427578,0.0000000446111834633991,0.00000398424440442758
1976,"PA",17,169864,0.00000298602139792347,0.000000046302427953594,0.00000285473876537241
1976,"PA",18,191381,0.00000310666917539733,NA,0.00000211850991761608
1976,"PA",19,175784,0.00000167268529078072,NA,0.00000401611459999432
1976,"PA",20,180055,0.00000416291856850355,0.0000000204196182034021,0.00000137052035651595
1976,"PA",21,166923,0.0000035588046985939,NA,0.0000024319814722753
1976,"PA",22,175416,0.00000315351193235878,0.0000000438728009056881,0.00000250334952130752
1976,"PA",23,169462,0.00000333669141203392,NA,0.00000256433654703655
1976,"PA",24,182526,0.00000239937634217405,0.0000000462544121406884,0.00000303304077741225
