"year","state","total_votes","dem","rep","other"
2004,"DC",227586,0.891838689550324,0.09339766066454,0.0125403144305889
2004,"DE",375190,0.533468376022815,0.457528185719236,0.00900343825794931
2004,"FL",7609810,0.470911100277142,0.520975162323369,0.00811373739948829
2004,"GA",3301875,0.413749460533788,0.579747567669885,0.00556865417376491
2004,"HI",429013,0.540095521580931,0.452645957115519,0.00725852130355024
2004,"IA",1506908,0.49233131684217,0.499006575053022,0.00793611819699677
2004,"ID",598376,0.302649170421274,0.683909448239903,0.0134413813388237
2004,"IL",5274322,0.548231602090278,0.444786268263485,0.00615093276443873
2004,"IN",2468002,0.392629746653366,0.599447650366572,0.00731684982427081
2004,"KS",1187756,0.366230943055644,0.620039806155473,0.0136896803720629
2004,"KY",1795882,0.396870729814097,0.595495138322006,0.00762188161582999
2004,"LA",1943106,0.422158647032123,0.5672202134109,0.0106211395569773
2004,"MA",2927455,0.616166602048537,0.365884018712499,0.0163076802205329
2004,"MD",2384238,0.55971467613552,0.429782177785943,0.010485949808702
2004,"ME",740752,0.535728556925935,0.445764574378469,0.0185068686955958
2004,"MI",4839252,0.512307067290565,0.478120585578102,0.00957234713133352
2004,"MN",2828387,NA,0.476135337915215,0.522969452200141
2004,"MO",2731364,0.461004465168319,0.532961919392655,0.00555985946948118
2004,"MS",1139824,0.401611125928213,0.590143741489914,0.00824513258187229
2004,"MT",450434,0.38565028394837,0.590681431685885,0.023668284365745
2004,"NC",3501007,0.435831462205017,0.560171973377945,0.00335075022700612
2004,"ND",312833,0.354988124654368,0.628613349614651,0.0163697563875934
2004,"NE",778186,0.326821608201638,0.658986411988908,0.0129956077338837
2004,"NH",678287,0.502016108225574,0.488343429846068,0.00821776032859247
2004,"NJ",3611691,0.529234090070275,0.462388116812872,0.00837779311685302
2004,"NM",756304,0.490466796420487,0.498384247604138,0.011148955975375
2004,"NV",829587,0.47878040518957,0.504696915453111,0.0165226793573188
2004,"NY",7448266,0.561305812654919,0.376865299923499,0.0617880725527257
2004,"OH",5627903,0.487066852431536,0.508140243355296,0.00472929259797122
2004,"OK",1463758,0.344295983352439,0.655704016647561,NA
2004,"OR",1836782,0.513486630422119,0.471929167424332,0.014584202153549
2004,"PA",5769590,0.509238091441506,0.484236661530542,0.00606490235874646
2004,"RI",437134,0.59423426226283,0.386714371336936,0.0190513664002343
2004,"SC",1617700,0.409018359399147,0.579819496816468,0.0111621437843852
2004,"SD",388215,0.384436459178548,0.599111317182489,0.0164522236389629
2004,"TN",2437319,0.425252911087962,0.567990894913633,0.00674019281021483
2004,"TX",7410749,0.382242604627413,0.610858227690615,0.00523388391645703
