year,state,state_po,state_fips,state_cen,state_ic,office,district,stage,special,candidate,party,writein,candidatevotes,totalvotes,version
1992,Indiana,IN,18,32,22,US House,5,gen,FALSE,Jim Jontz,democrat,FALSE,107973,220465,20171005
1976,Indiana,IN,18,32,22,US House,3,gen,FALSE,John Brademas,democrat,FALSE,101777,178871,20171005
1978,Indiana,IN,18,32,22,US House,6,gen,FALSE,John Williams Rothrock Jr.,libertarian,FALSE,231,127282,20171005
1986,Indiana,IN,18,32,22,US House,1,gen,FALSE,James E. Willis,libertarian,FALSE,660,118441,20171005
2006,Indiana,IN,18,32,22,US House,9,gen,FALSE,Michael E. Sodrel,republican,FALSE,100469,220849,20171005
1992,Indiana,IN,18,32,22,US House,8,gen,FALSE,Richard E. Mourdock,republican,FALSE,108054,238397,20171005
1994,Indiana,IN,18,32,22,US House,6,gen,FALSE,Natalie M. Bruner,democrat,FALSE,40815,177691,20171005
1986,Indiana,IN,18,32,22,US House,10,gen,FALSE,Frederick C. Peterson,libertarian,FALSE,1285,119166,20171005
1980,Indiana,IN,18,32,22,US House,5,gen,FALSE,Elwood H. Hillis,republican,FALSE,129474,209852,20171005
1992,Indiana,IN,18,32,22,US House,2,gen,FALSE,William G. Frazier,republican,FALSE,90593,229295,20171005
1996,Indiana,IN,18,32,22,US House,5,gen,FALSE,Tom Lehman,libertarian,FALSE,22342,211111,20171005
1996,Indiana,IN,18,32,22,US House,5,gen,FALSE,Stephen E. Buyer,republican,FALSE,125191,211111,20171005
1990,Indiana,IN,18,32,22,US House,3,gen,FALSE,Timothy J. Roemer,democrat,FALSE,80740,158651,20171005
2016,Indiana,IN,18,32,22,US House,4,gen,FALSE,John Dale,democrat,FALSE,91256,299434,20171005
2004,Indiana,IN,18,32,22,US House,2,gen,FALSE,Chris Chocola,republican,FALSE,140496,259355,20171005
2002,Indiana,IN,18,32,22,US House,1,gen,FALSE,Mark J. Leyva,republican,FALSE,41909,135111,20171005
2012,Indiana,IN,18,32,22,US House,9,gen,FALSE,Todd C. Young,republican,FALSE,165332,298180,20171005
1996,Indiana,IN,18,32,22,US House,10,gen,FALSE,,,TRUE,7,162373,20171005
1996,Indiana,IN,18,32,22,US House,1,gen,FALSE,Michael Edward Petyo,republican,FALSE,56418,193113,20171005
1998,Indiana,IN,18,32,22,US House,6,gen,FALSE,Dan Burton,republican,FALSE,135250,187827,20171005
2008,Indiana,IN,18,32,22,US House,7,gen,FALSE,Andr_ Carson,democrat,FALSE,172650,265299,20171005
1978,Indiana,IN,18,32,22,US House,9,gen,FALSE,Lee H. Hamilton,democrat,FALSE,99727,151945,20171005
2000,Indiana,IN,18,32,22,US House,8,gen,FALSE,Thomas Tindle,libertarian,FALSE,4342,221992,20171005
1998,Indiana,IN,18,32,22,US House,3,gen,FALSE,Daniel A. Holtz,re,FALSE,61041,145666,20171005
1998,Indiana,IN,18,32,22,US House,1,gen,FALSE,Michael Petyo,republican,FALSE,33503,127754,20171005
2002,Indiana,IN,18,32,22,US House,6,gen,FALSE,Mike Pence,republican,FALSE,118436,185653,20171005
1990,Indiana,IN,18,32,22,US House,6,gen,FALSE,Dan Burton,republican,FALSE,116470,183494,20171005
1980,Indiana,IN,18,32,22,US House,7,gen,FALSE,Peter P. Tescione,independent,FALSE,1609,208264,20171005
1998,Indiana,IN,18,32,22,US House,10,gen,FALSE,Wayne J. Wohlfert,independent,FALSE,18,119436,20171005
1998,Indiana,IN,18,32,22,US House,1,gen,FALSE,Michael Crass,libertarian,FALSE,1617,127754,20171005
1976,Indiana,IN,18,32,22,US House,9,gen,FALSE,Lee H. Hamilton,democrat,FALSE,136056,136056,20171005
1998,Indiana,IN,18,32,22,US House,9,gen,FALSE,Diane L. Feeney,libertarian,FALSE,2406,183176,20171005
1992,Indiana,IN,18,32,22,US House,7,gen,FALSE,John T. Myers,republican,FALSE,129189,217194,20171005
2008,Indiana,IN,18,32,22,US House,7,gen,FALSE,Gabrielle Campo,republican,FALSE,92645,265299,20171005
1984,Indiana,IN,18,32,22,US House,6,gen,FALSE,Howard O. Campbell,democrat,FALSE,65772,245864,20171005
1990,Indiana,IN,18,32,22,US House,4,gen,FALSE,Jill L. Long,democrat,FALSE,99347,163762,20171005
2016,Indiana,IN,18,32,22,US House,2,gen,FALSE,Jackie Walorski,republican,FALSE,164355,277357,20171005
1992,Indiana,IN,18,32,22,US House,1,gen,FALSE,Peter J. Visclosky,democrat,FALSE,147054,211824,20171005
2000,Indiana,IN,18,32,22,US House,5,gen,FALSE,Greg Goodnight,democrat,FALSE,81427,216985,20171005
1996,Indiana,IN,18,32,22,US House,8,gen,FALSE,John N. Hostettler,republican,FALSE,109860,219864,20171005
1998,Indiana,IN,18,32,22,US House,6,gen,FALSE,Joe Hauptmann,libertarian,FALSE,21032,187827,20171005
1996,Indiana,IN,18,32,22,US House,9,gen,FALSE,Jean Leising,republican,FALSE,96442,226844,20171005
2002,Indiana,IN,18,32,22,US House,3,gen,FALSE,Mike Donlan,libertarian,FALSE,3531,146606,20171005
1998,Indiana,IN,18,32,22,US House,2,gen,FALSE,Cliff Federle,libertarian,FALSE,2236,164296,20171005
1992,Indiana,IN,18,32,22,US House,3,gen,FALSE,Tim Roemer,democrat,FALSE,121269,211103,20171005
1996,Indiana,IN,18,32,22,US House,7,gen,FALSE,Edward A. Pease,republican,FALSE,130010,209840,20171005
2000,Indiana,IN,18,32,22,US House,6,gen,FALSE,Joe Hauptmann,libertarian,FALSE,9087,283175,20171005
1984,Indiana,IN,18,32,22,US House,2,gen,FALSE,Cecil Bohanon,libertarian,FALSE,637,222663,20171005
2008,Indiana,IN,18,32,22,US House,3,gen,FALSE,Mark E. Souder,republican,FALSE,155693,282879,20171005
2000,Indiana,IN,18,32,22,US House,2,gen,FALSE,Robert W. Rock,democrat,FALSE,80885,208407,20171005
2006,Indiana,IN,18,32,22,US House,2,gen,FALSE,Joe Donnelly,democrat,FALSE,103561,191861,20171005
2014,Indiana,IN,18,32,22,US House,3,gen,FALSE,Scott Wise,libertarian,FALSE,11130,148793,20171005
2006,Indiana,IN,18,32,22,US House,1,gen,FALSE,Charles E. Barman,independent,FALSE,5266,149607,20171005
2010,Indiana,IN,18,32,22,US House,4,gen,FALSE,Todd Rokita,republican,FALSE,138732,202322,20171005
2004,Indiana,IN,18,32,22,US House,9,gen,FALSE,Al Cox,libertarian,FALSE,4541,287510,20171005
2010,Indiana,IN,18,32,22,US House,8,gen,FALSE,John Cunningham,libertarian,FALSE,10240,203764,20171005
2004,Indiana,IN,18,32,22,US House,9,gen,FALSE,Baron P. Hill,democrat,FALSE,140772,287510,20171005
2002,Indiana,IN,18,32,22,US House,2,gen,FALSE,Chris Chocola,republican,FALSE,95081,188458,20171005
1996,Indiana,IN,18,32,22,US House,7,gen,FALSE,Robert F. Hellmann,democrat,FALSE,72705,209840,20171005
2006,Indiana,IN,18,32,22,US House,7,gen,FALSE,Julia Carson,democrat,FALSE,74750,139054,20171005
2012,Indiana,IN,18,32,22,US House,5,gen,FALSE,Susan Brooks,republican,FALSE,194570,333359,20171005
1986,Indiana,IN,18,32,22,US House,4,gen,FALSE,Dan Coats,republican,FALSE,99865,143572,20171005
2010,Indiana,IN,18,32,22,US House,3,gen,FALSE,Scott Wise,libertarian,FALSE,7631,185049,20171005
2004,Indiana,IN,18,32,22,US House,7,gen,FALSE,Andrew (Andy) Horning,republican,FALSE,97491,223175,20171005
2006,Indiana,IN,18,32,22,US House,4,gen,FALSE,Steve Buyer,republican,FALSE,111057,178043,20171005
1988,Indiana,IN,18,32,22,US House,4,gen,FALSE,Jill Long,democrat,FALSE,80915,213758,20171005
1978,Indiana,IN,18,32,22,US House,11,gen,FALSE,Charles E. Bosma,republican,FALSE,45809,107441,20171005
2000,Indiana,IN,18,32,22,US House,7,gen,FALSE,Brian D. Kerns,republican,FALSE,135869,209665,20171005
1998,Indiana,IN,18,32,22,US House,10,gen,FALSE,Julia Carson,democrat,FALSE,69682,119436,20171005
1996,Indiana,IN,18,32,22,US House,6,gen,FALSE,Carrie Jean Dillard-Trammell,democrat,FALSE,59661,257857,20171005
2014,Indiana,IN,18,32,22,US House,9,gen,FALSE,Bill Bailey,democrat,FALSE,55016,163387,20171005
1976,Indiana,IN,18,32,22,US House,1,gen,FALSE,Robert J. Billings,republican,FALSE,48756,169911,20171005
2012,Indiana,IN,18,32,22,US House,4,gen,FALSE,Benjamin J. Gehlhausen,libertarian,FALSE,10565,272268,20171005
2016,Indiana,IN,18,32,22,US House,8,gen,FALSE,Andrew Horning,libertarian,FALSE,13655,294713,20171005
2008,Indiana,IN,18,32,22,US House,9,gen,FALSE,Mike Sodrel,republican,FALSE,120529,313804,20171005
1998,Indiana,IN,18,32,22,US House,9,gen,FALSE,Jean Leising,republican,FALSE,87797,183176,20171005
2012,Indiana,IN,18,32,22,US House,7,gen,FALSE,AndrÃ¢ Carson,democrat,FALSE,162122,257950,20171005
1990,Indiana,IN,18,32,22,US House,8,gen,FALSE,Richard E. Mourdock,republican,FALSE,80645,178110,20171005
1976,Indiana,IN,18,32,22,US House,7,gen,FALSE,John T. Myers,republican,FALSE,130005,207360,20171005
1998,Indiana,IN,18,32,22,US House,3,gen,FALSE,Tim Roemer,democrat,FALSE,84625,145666,20171005
1998,Indiana,IN,18,32,22,US House,9,gen,FALSE,Baron Hill,democrat,FALSE,92973,183176,20171005
2000,Indiana,IN,18,32,22,US House,5,gen,FALSE,Scott Benson,libertarian,FALSE,3507,216985,20171005
2002,Indiana,IN,18,32,22,US House,3,gen,FALSE,Mark E. Souder,republican,FALSE,92566,146606,20171005
1984,Indiana,IN,18,32,22,US House,8,gen,FALSE,Richard D. McIntyre,republican,FALSE,116641,234092,20171005
2010,Indiana,IN,18,32,22,US House,5,gen,FALSE,Jesse C. Trueblood,independent,FALSE,11218,236407,20171005
2012,Indiana,IN,18,32,22,US House,1,gen,FALSE,Peter J. Visclosky,democrat,FALSE,187743,279034,20171005
1984,Indiana,IN,18,32,22,US House,5,gen,FALSE,David E. Osterfeld,libertarian,FALSE,1164,211355,20171005
2010,Indiana,IN,18,32,22,US House,3,gen,FALSE,Tom Metzger,independent,TRUE,10,185049,20171005
1986,Indiana,IN,18,32,22,US House,3,gen,FALSE,John Hiler,republican,FALSE,75979,152509,20171005
1982,Indiana,IN,18,32,22,US House,8,gen,FALSE,Francis X. McCloskey,democrat,FALSE,100592,195725,20171005
1982,Indiana,IN,18,32,22,US House,9,gen,FALSE,Floyd Coates,republican,FALSE,58532,180539,20171005
2000,Indiana,IN,18,32,22,US House,3,gen,FALSE,,,TRUE,5,208315,20171005
2010,Indiana,IN,18,32,22,US House,7,gen,FALSE,Dav Wilson,libertarian,FALSE,4815,146039,20171005
1996,Indiana,IN,18,32,22,US House,4,gen,FALSE,Mark E. Souder,republican,FALSE,121344,207880,20171005
2000,Indiana,IN,18,32,22,US House,3,gen,FALSE,Chris Chocola,republican,FALSE,98822,208315,20171005
2010,Indiana,IN,18,32,22,US House,2,gen,FALSE,Joe Donnelly,democrat,FALSE,91341,189591,20171005
2010,Indiana,IN,18,32,22,US House,4,gen,FALSE,John Duncan,libertarian,FALSE,10423,202322,20171005
2014,Indiana,IN,18,32,22,US House,6,gen,FALSE,Eric Miller,libertarian,FALSE,7375,155071,20171005
2010,Indiana,IN,18,32,22,US House,6,gen,FALSE,"Talmage \T. J.\"" Thompson, Jr.""",libertarian,FALSE,6635,189309,20171005
1978,Indiana,IN,18,32,22,US House,6,gen,FALSE,David G. Crane,republican,FALSE,60630,127282,20171005
2000,Indiana,IN,18,32,22,US House,9,gen,FALSE,Baron P. Hill,democrat,FALSE,126420,233283,20171005
2000,Indiana,IN,18,32,22,US House,10,gen,FALSE,NaÂIlah Ali,libertarian,FALSE,2780,156702,20171005
1978,Indiana,IN,18,32,22,US House,10,gen,FALSE,Philip R. Sharp,democrat,FALSE,73343,130742,20171005
2004,Indiana,IN,18,32,22,US House,6,gen,FALSE,Mel Fox,democrat,FALSE,85123,272049,20171005
2016,Indiana,IN,18,32,22,US House,9,gen,FALSE,Trey Hollingsworth,republican,FALSE,174791,322843,20171005
2002,Indiana,IN,18,32,22,US House,1,gen,FALSE,Timothy P. Brennan,libertarian,FALSE,2759,135111,20171005
2010,Indiana,IN,18,32,22,US House,8,gen,FALSE,W. Trent VanHaaften,democrat,FALSE,76265,203764,20171005
1980,Indiana,IN,18,32,22,US House,5,gen,FALSE,Nels J. Ackerson,democrat,FALSE,80378,209852,20171005
2012,Indiana,IN,18,32,22,US House,1,gen,FALSE,Joel Phelps,republican,FALSE,91291,279034,20171005
2004,Indiana,IN,18,32,22,US House,6,gen,FALSE,Chad (Wick) Roots,libertarian,FALSE,4397,272049,20171005
1982,Indiana,IN,18,32,22,US House,3,gen,FALSE,Richard Clay Bodine,democrat,FALSE,83046,170004,20171005
2012,Indiana,IN,18,32,22,US House,2,gen,FALSE,Brendan Mullen,democrat,FALSE,130113,273475,20171005
1980,Indiana,IN,18,32,22,US House,10,gen,FALSE,William G. Frazier,republican,FALSE,90051,193134,20171005
2006,Indiana,IN,18,32,22,US House,8,gen,FALSE,Brad Ellsworth,democrat,FALSE,131019,214723,20171005
1980,Indiana,IN,18,32,22,US House,1,gen,FALSE,Adam Benjamin Jr. ,democrat,FALSE,112016,155553,20171005
1986,Indiana,IN,18,32,22,US House,5,gen,FALSE,James Jontz,democrat,FALSE,80772,157006,20171005
2014,Indiana,IN,18,32,22,US House,4,gen,FALSE,Todd Rokita,republican,FALSE,94998,142054,20171005
2008,Indiana,IN,18,32,22,US House,1,gen,FALSE,Mark Leyva,republican,FALSE,76647,282022,20171005
1996,Indiana,IN,18,32,22,US House,4,gen,FALSE,Gerald L. Houseman,democrat,FALSE,81740,207880,20171005
2008,Indiana,IN,18,32,22,US House,2,gen,FALSE,Joe Donnelly,democrat,FALSE,187416,279346,20171005
2012,Indiana,IN,18,32,22,US House,3,gen,FALSE,Marlin A. Stutzman,republican,FALSE,187872,280235,20171005
1976,Indiana,IN,18,32,22,US House,6,gen,FALSE,David W. Evans,democrat,FALSE,105773,192627,20171005
2014,Indiana,IN,18,32,22,US House,6,gen,FALSE,Susan Hall Heitzman,democrat,FALSE,45509,155071,20171005
2014,Indiana,IN,18,32,22,US House,2,gen,FALSE,Joe Bock,democrat,FALSE,55590,145200,20171005
2008,Indiana,IN,18,32,22,US House,4,gen,FALSE,Steve Buyer,republican,FALSE,192526,321564,20171005
1992,Indiana,IN,18,32,22,US House,8,gen,FALSE,"Jimmy Gale Funkhouser, Jr.",libertarian,FALSE,2001,238397,20171005
1998,Indiana,IN,18,32,22,US House,10,gen,FALSE,Gary A. Hofmeister,republican,FALSE,47017,119436,20171005
2014,Indiana,IN,18,32,22,US House,4,gen,FALSE,John Dale,democrat,FALSE,47056,142054,20171005
2012,Indiana,IN,18,32,22,US House,5,gen,FALSE,Chard Reid,libertarian,FALSE,13442,333359,20171005
1994,Indiana,IN,18,32,22,US House,9,gen,FALSE,Jean Leising,republican,FALSE,84315,175774,20171005
1992,Indiana,IN,18,32,22,US House,1,gen,FALSE,David J. Vucich,republican,FALSE,64770,211824,20171005
1982,Indiana,IN,18,32,22,US House,9,gen,FALSE,Lee Herbert Hamilton,democrat,FALSE,121094,180539,20171005
2000,Indiana,IN,18,32,22,US House,6,gen,FALSE,Darin Patrick Griesey,democrat,FALSE,74881,283175,20171005
1978,Indiana,IN,18,32,22,US House,10,gen,FALSE,George W. Ames,american independent,FALSE,1400,130742,20171005
1984,Indiana,IN,18,32,22,US House,4,gen,FALSE,Michael H. Barnard,democrat,FALSE,82053,213119,20171005
2016,Indiana,IN,18,32,22,US House,5,gen,FALSE,Susan W. Brooks,republican,FALSE,221957,361135,20171005
1994,Indiana,IN,18,32,22,US House,8,gen,FALSE,John N. Hostettler,republican,FALSE,93529,178386,20171005
2014,Indiana,IN,18,32,22,US House,3,gen,FALSE,Marlin A. Stutzman,republican,FALSE,97892,148793,20171005
1980,Indiana,IN,18,32,22,US House,11,gen,FALSE,Andrew Jacobs Jr. ,democrat,FALSE,105468,184211,20171005
1986,Indiana,IN,18,32,22,US House,3,gen,FALSE,Thomas W. Ward,democrat,FALSE,75932,152509,20171005
1988,Indiana,IN,18,32,22,US House,10,gen,FALSE,James C. Cummings,republican,FALSE,68978,174824,20171005
2010,Indiana,IN,18,32,22,US House,1,gen,FALSE,Peter J. Visclosky,democrat,FALSE,99387,169707,20171005
1996,Indiana,IN,18,32,22,US House,3,gen,FALSE,Bernie Taylor,libertarian,FALSE,2325,197312,20171005
1996,Indiana,IN,18,32,22,US House,3,gen,FALSE,Joe Zakas,republican,FALSE,80699,197312,20171005
1986,Indiana,IN,18,32,22,US House,1,gen,FALSE,Tracy E. Kyle,workers league,FALSE,403,118441,20171005
2012,Indiana,IN,18,32,22,US House,2,gen,FALSE,Joseph Wayne Ruiz,libertarian,FALSE,9326,273475,20171005
2010,Indiana,IN,18,32,22,US House,7,gen,FALSE,Marvin B. Scott,republican,FALSE,55213,146039,20171005
2006,Indiana,IN,18,32,22,US House,9,gen,FALSE,Donald W. Mantooth,republican,TRUE,33,220849,20171005
2012,Indiana,IN,18,32,22,US House,8,gen,FALSE,Larry Bucshon,republican,FALSE,151533,283992,20171005
1988,Indiana,IN,18,32,22,US House,5,gen,FALSE,Patricia L. Williams,republican,FALSE,90163,206403,20171005
1978,Indiana,IN,18,32,22,US House,9,gen,FALSE,Frank I. Hamilton Jr.,republican,FALSE,52218,151945,20171005
1994,Indiana,IN,18,32,22,US House,1,gen,FALSE,Peter J. Visclosky,democrat,FALSE,68612,121532,20171005
2014,Indiana,IN,18,32,22,US House,8,gen,FALSE,Andrew Horning,libertarian,FALSE,6587,171315,20171005
1984,Indiana,IN,18,32,22,US House,1,gen,FALSE,Peter J. Visclosky,democrat,FALSE,147035,207964,20171005
2014,Indiana,IN,18,32,22,US House,5,gen,FALSE,Susan W. Brooks,republican,FALSE,105277,161440,20171005
1984,Indiana,IN,18,32,22,US House,8,gen,FALSE,Frank McCloskey,democrat,FALSE,116645,234092,20171005
1990,Indiana,IN,18,32,22,US House,2,gen,FALSE,Mike Pence,republican,FALSE,63980,157475,20171005
2004,Indiana,IN,18,32,22,US House,7,gen,FALSE,Julia Carson,democrat,FALSE,121303,223175,20171005
1988,Indiana,IN,18,32,22,US House,3,gen,FALSE,Thomas W. Ward,democrat,FALSE,97934,214243,20171005
2014,Indiana,IN,18,32,22,US House,6,gen,FALSE,Luke Messer,republican,FALSE,102187,155071,20171005
2014,Indiana,IN,18,32,22,US House,3,gen,FALSE,Justin Kuhnle,democrat,FALSE,39771,148793,20171005
2004,Indiana,IN,18,32,22,US House,4,gen,FALSE,David Sanders,democrat,FALSE,77574,274136,20171005
2016,Indiana,IN,18,32,22,US House,6,gen,FALSE,Rich Turvey,libertarian,FALSE,12330,296385,20171005
2016,Indiana,IN,18,32,22,US House,9,gen,FALSE,Russell Brooksbank,libertarian,FALSE,17425,322843,20171005
2016,Indiana,IN,18,32,22,US House,4,gen,FALSE,Todd Rokita,republican,FALSE,193412,299434,20171005
1992,Indiana,IN,18,32,22,US House,10,gen,FALSE,"Andrew Jacobs, Jr.",democrat,FALSE,117604,183831,20171005
2006,Indiana,IN,18,32,22,US House,4,gen,FALSE,David Sanders,democrat,FALSE,66986,178043,20171005
2000,Indiana,IN,18,32,22,US House,4,gen,FALSE,Michael (Mike) Dewayne Foster,democrat,FALSE,74492,210430,20171005
2016,Indiana,IN,18,32,22,US House,8,gen,FALSE,Ron Drake,democrat,FALSE,93356,294713,20171005
1978,Indiana,IN,18,32,22,US House,3,gen,FALSE,Thomas L. Thorson,republican,FALSE,50145,115862,20171005
2000,Indiana,IN,18,32,22,US House,7,gen,FALSE,Bob Thayer,libertarian,FALSE,7032,209665,20171005
1998,Indiana,IN,18,32,22,US House,6,gen,FALSE,Bob Kern,democrat,FALSE,31472,187827,20171005
2004,Indiana,IN,18,32,22,US House,5,gen,FALSE,Katherine Fox Carr,democrat,FALSE,82637,318363,20171005
1998,Indiana,IN,18,32,22,US House,1,gen,FALSE,Peter J. Visclosky,democrat,FALSE,92634,127754,20171005
2008,Indiana,IN,18,32,22,US House,8,gen,FALSE,Greg Goode,republican,FALSE,102769,291462,20171005
1978,Indiana,IN,18,32,22,US House,5,gen,FALSE,Elwood H. Hillis,republican,FALSE,94950,140429,20171005
1996,Indiana,IN,18,32,22,US House,4,gen,FALSE,Ken Bisson,libertarian,FALSE,4796,207880,20171005
1994,Indiana,IN,18,32,22,US House,5,gen,FALSE,Stephen E. Buyer,republican,FALSE,111031,159658,20171005
2000,Indiana,IN,18,32,22,US House,1,gen,FALSE,Christopher Nelson,libertarian,FALSE,2907,207790,20171005
2002,Indiana,IN,18,32,22,US House,9,gen,FALSE,Baron P. Hill,democrat,FALSE,96654,188957,20171005
2006,Indiana,IN,18,32,22,US House,5,gen,FALSE,John Miller,independent,TRUE,18,204929,20171005
1978,Indiana,IN,18,32,22,US House,4,gen,FALSE,Dan Quayle,republican,FALSE,80527,125117,20171005
1978,Indiana,IN,18,32,22,US House,7,gen,FALSE,John T. Myers,republican,FALSE,86955,154424,20171005
1984,Indiana,IN,18,32,22,US House,10,gen,FALSE,Andrew Jacobs Jr.,democrat,FALSE,115274,195493,20171005
1996,Indiana,IN,18,32,22,US House,2,gen,FALSE,David M. McIntosh,republican,FALSE,123113,212883,20171005
2014,Indiana,IN,18,32,22,US House,5,gen,FALSE,John Krom,libertarian,FALSE,6407,161440,20171005
1980,Indiana,IN,18,32,22,US House,6,gen,FALSE,David G. Crane,republican,FALSE,98302,197391,20171005
1978,Indiana,IN,18,32,22,US House,8,gen,FALSE,David L. Cornwell,democrat,FALSE,76654,159673,20171005
2014,Indiana,IN,18,32,22,US House,8,gen,FALSE,Larry Bucshon,republican,FALSE,103344,171315,20171005
1984,Indiana,IN,18,32,22,US House,1,gen,FALSE,James Elliott Willis,libertarian,FALSE,943,207964,20171005
1976,Indiana,IN,18,32,22,US House,4,gen,FALSE,Gail E. Gran,american,FALSE,2060,198183,20171005
2006,Indiana,IN,18,32,22,US House,1,gen,FALSE,Peter J. Visclosky,democrat,FALSE,104195,149607,20171005
1980,Indiana,IN,18,32,22,US House,4,gen,FALSE,Dan R. Coats,republican,FALSE,120055,198342,20171005
1980,Indiana,IN,18,32,22,US House,7,gen,FALSE,Patrick D. Carroll,democrat,FALSE,69051,208264,20171005
2014,Indiana,IN,18,32,22,US House,5,gen,FALSE,Shawn A. Denney,democrat,FALSE,49756,161440,20171005
2002,Indiana,IN,18,32,22,US House,4,gen,FALSE,Bill Abbott,democrat,FALSE,41314,158008,20171005
2016,Indiana,IN,18,32,22,US House,7,gen,FALSE,Drew Thompson,libertarian,FALSE,11475,264670,20171005
1988,Indiana,IN,18,32,22,US House,5,gen,FALSE,Jim Jontz,democrat,FALSE,116240,206403,20171005
2002,Indiana,IN,18,32,22,US House,2,gen,FALSE,James A. Mello,,TRUE,6,188458,20171005
1996,Indiana,IN,18,32,22,US House,1,gen,FALSE,Peter J. Visclosky,democrat,FALSE,133553,193113,20171005
1978,Indiana,IN,18,32,22,US House,11,gen,FALSE,Henry Slubowski,socialist workers,FALSE,128,107441,20171005
2006,Indiana,IN,18,32,22,US House,8,gen,FALSE,John N. Hostettler,republican,FALSE,83704,214723,20171005
2016,Kansas,KS,20,47,32,US House,3,gen,FALSE,Kevin Yoder,republican,FALSE,176022,343113,20171005
2002,Kansas,KS,20,47,32,US House,2,gen,FALSE,Jim Ryun,republican,FALSE,127477,210977,20171005
1992,Kansas,KS,20,47,32,US House,3,gen,FALSE,Jan Meyers,republican,FALSE,169929,292791,20171005
2002,Kansas,KS,20,47,32,US House,2,gen,FALSE,Dan Lykins,democrat,FALSE,79160,210977,20171005
2008,Kansas,KS,20,47,32,US House,1,gen,FALSE,Jerry Moran,republican,FALSE,214549,262027,20171005
1986,Kansas,KS,20,47,32,US House,4,gen,FALSE,Bob Knight,republican,FALSE,61178,172342,20171005
1982,Kansas,KS,20,47,32,US House,1,gen,FALSE,Kent Earnest,libertarian,FALSE,2305,169133,20171005
1994,Kansas,KS,20,47,32,US House,1,gen,FALSE,Pat Roberts,republican,FALSE,169531,219008,20171005
1990,Kansas,KS,20,47,32,US House,2,gen,FALSE,,,TRUE,9,157745,20171005
1990,Kansas,KS,20,47,32,US House,5,gen,FALSE,,,TRUE,24,152823,20171005
2004,Kansas,KS,20,47,32,US House,3,gen,FALSE,Dennis Moore,democrat,FALSE,184050,335739,20171005
1976,Kansas,KS,20,47,32,US House,2,gen,FALSE,Martha Keys,democrat,FALSE,88645,174861,20171005
1992,Kansas,KS,20,47,32,US House,1,gen,FALSE,Pat Roberts,republican,FALSE,194912,285297,20171005
1976,Kansas,KS,20,47,32,US House,2,gen,FALSE,"Charles V. \Chuck\"" Ijams""",american,FALSE,1933,174861,20171005
1982,Kansas,KS,20,47,32,US House,1,gen,FALSE,Pat Roberts,republican,FALSE,115749,169133,20171005
2012,Kansas,KS,20,47,32,US House,4,gen,FALSE,Mike Pompeo,,FALSE,161094,258922,20171005
1992,Kansas,KS,20,47,32,US House,1,gen,FALSE,Steven A. Rosile,libertarian,FALSE,6765,285297,20171005
1990,Kansas,KS,20,47,32,US House,2,gen,FALSE,Scott Morgan,republican,FALSE,58643,157745,20171005
2016,Kansas,KS,20,47,32,US House,4,gen,FALSE,Gorden J . Bakken,libertarian,FALSE,7737,275251,20171005
2000,Kansas,KS,20,47,32,US House,1,gen,FALSE,Jerry Moran,republican,FALSE,214328,239909,20171005
1980,Kansas,KS,20,47,32,US House,5,gen,FALSE,Jack C. Blackwell,statesman,FALSE,3342,190047,20171005
1992,Kansas,KS,20,47,32,US House,2,gen,FALSE,Jim Slattery,democrat,FALSE,151019,268806,20171005
1980,Kansas,KS,20,47,32,US House,2,gen,FALSE,Jim Jeffries,republican,FALSE,92107,170977,20171005
1978,Kansas,KS,20,47,32,US House,2,gen,FALSE,James E. Jeffries,republican,FALSE,76419,146879,20171005
2004,Kansas,KS,20,47,32,US House,4,gen,FALSE,David Loomis,libertarian,FALSE,7376,261915,20171005
2008,Kansas,KS,20,47,32,US House,3,gen,FALSE,Roger D. Tucker,reform,FALSE,3937,358858,20171005
1992,Kansas,KS,20,47,32,US House,2,gen,FALSE,Jim Van Slyke,republican,FALSE,109801,268806,20171005
1986,Kansas,KS,20,47,32,US House,3,gen,FALSE,Jan Meyers,republican,FALSE,109266,109266,20171005
1978,Kansas,KS,20,47,32,US House,3,gen,FALSE,Larry Winn Jr. ,republican,FALSE,103265,103265,20171005
2006,Kansas,KS,20,47,32,US House,4,gen,FALSE,Joy R. Holt,reform,FALSE,4655,183207,20171005
1982,Kansas,KS,20,47,32,US House,4,gen,FALSE,Dan Glickman,democrat,FALSE,107326,145167,20171005
2006,Kansas,KS,20,47,32,US House,1,gen,FALSE,Sylvester Cain,reform,FALSE,2869,199378,20171005
1984,Kansas,KS,20,47,32,US House,4,gen,FALSE,William V. Krause,republican,FALSE,47776,186693,20171005
1984,Kansas,KS,20,47,32,US House,5,gen,FALSE,Vearl A. Bacon,prohibition,FALSE,2382,195915,20171005
1988,Kansas,KS,20,47,32,US House,5,gen,FALSE,John A. Barnes,democrat,FALSE,54327,182049,20171005
1978,Kansas,KS,20,47,32,US House,1,gen,FALSE,Keith G. Sebelius,republican,FALSE,131037,131037,20171005
1998,Kansas,KS,20,47,32,US House,4,gen,FALSE,Jim Lawing,democrat,FALSE,62737,162693,20171005
1986,Kansas,KS,20,47,32,US House,2,gen,FALSE,Jim Slattery,democrat,FALSE,110737,156766,20171005
2000,Kansas,KS,20,47,32,US House,1,gen,FALSE,Jack Warner,libertarian,FALSE,25581,239909,20171005
