year,state,state_po,state_fips,state_cen,state_ic,office,district,stage,special,candidate,party,writein,candidatevotes,totalvotes,version
1996,New York,NY,36,21,13,US House,26,gen,FALSE,Douglas Walter Drazen,independence,FALSE,5531,238437,20171005
2004,New York,NY,36,21,13,US House,19,gen,FALSE,Sue W. Kelly,democrat,FALSE,11945,306733,20171005
2014,New York,NY,36,21,13,US House,24,gen,FALSE,John M. Katko,independence,FALSE,6825,203417,20171005
2002,New York,NY,36,21,13,US House,28,gen,FALSE,Henry F. Wojtaszek,conservative,FALSE,5426,179708,20171005
1996,New York,NY,36,21,13,US House,3,gen,FALSE,John J. O'Shea,right to life,FALSE,4129,259409,20171005
1996,New York,NY,36,21,13,US House,26,gen,FALSE,Blank Vote/Scattering,,FALSE,15931,238437,20171005
2002,New York,NY,36,21,13,US House,4,gen,FALSE,Carolyn McCarthy,independent,FALSE,5272,180253,20171005
2002,New York,NY,36,21,13,US House,13,gen,FALSE,Blank Vote/Scattering,,FALSE,19913,123606,20171005
1998,New York,NY,36,21,13,US House,3,gen,FALSE,Peter T. King,republican,FALSE,95709,203992,20171005
1978,New York,NY,36,21,13,US House,7,gen,FALSE,Joseph P. Addabbo,liberal,FALSE,4073,77001,20171005
1980,New York,NY,36,21,13,US House,29,gen,FALSE,Gerald B. H. Solomon,conservative,FALSE,12180,212328,20171005
2016,New York,NY,36,21,13,US House,19,gen,FALSE,Zephyr Teachout,democrat,FALSE,125956,326588,20171005
1998,New York,NY,36,21,13,US House,15,gen,FALSE,Patrick McManus,conservative,FALSE,1082,118109,20171005
1978,New York,NY,36,21,13,US House,37,gen,FALSE,Henry J. Nowak,liberal,FALSE,3436,90271,20171005
1992,New York,NY,36,21,13,US House,26,gen,FALSE,Mary C. Dixon,right to life,FALSE,6821,266740,20171005
2012,New York,NY,36,21,13,US House,23,gen,FALSE,Tom Reed,republican,FALSE,117641,279796,20171005
1996,New York,NY,36,21,13,US House,2,gen,FALSE,Kenneth J. Herman,independence,FALSE,4898,203172,20171005
1994,New York,NY,36,21,13,US House,14,gen,FALSE,Charles Millard,liberal,FALSE,3987,169347,20171005
1996,New York,NY,36,21,13,US House,8,gen,FALSE,Jerrold Nadler,liberal,FALSE,8134,197860,20171005
2012,New York,NY,36,21,13,US House,24,gen,FALSE,Ann Marie Buerkle,conservative,FALSE,16481,303567,20171005
1988,New York,NY,36,21,13,US House,22,gen,FALSE,Barbara E. Braun,right to life,FALSE,5096,203635,20171005
2004,New York,NY,36,21,13,US House,22,gen,FALSE,William A. Brenner,republican,FALSE,81881,287401,20171005
1990,New York,NY,36,21,13,US House,19,gen,FALSE,scatter,,FALSE,20784,95545,20171005
1992,New York,NY,36,21,13,US House,2,gen,FALSE,Rick Lazio,conservative,FALSE,15178,232997,20171005
2016,New York,NY,36,21,13,US House,1,gen,FALSE,Anna E. Throne-Holst,women's equality,FALSE,2496,341554,20171005
1996,New York,NY,36,21,13,US House,31,gen,FALSE,Blank Vote/Scattering,,FALSE,30451,225718,20171005
1986,New York,NY,36,21,13,US House,13,gen,FALSE,Stephen J. Solarz,democrat,FALSE,57704,74136,20171005
2002,New York,NY,36,21,13,US House,27,gen,FALSE,Blank Vote/Scattering,,FALSE,25964,199883,20171005
2006,New York,NY,36,21,13,US House,28,gen,FALSE,Louise McIntosh Slaughter,democrat,FALSE,98382,166565,20171005
1988,New York,NY,36,21,13,US House,25,gen,FALSE,Sherwood L. Boehlert,republican,FALSE,130122,130122,20171005
1994,New York,NY,36,21,13,US House,11,gen,FALSE,scatter,,FALSE,22551,92251,20171005
1988,New York,NY,36,21,13,US House,24,gen,FALSE,Gerald B. H. Solomon,right to life,FALSE,6168,225139,20171005
1994,New York,NY,36,21,13,US House,28,gen,FALSE,Renee Forgensi Davison,republican,FALSE,61321,207274,20171005
1992,New York,NY,36,21,13,US House,10,gen,FALSE,Owen Augustin,conservative,FALSE,4315,160115,20171005
1982,New York,NY,36,21,13,US House,14,gen,FALSE,Guy V. Molinari,conservative,FALSE,10344,120630,20171005
1978,New York,NY,36,21,13,US House,1,gen,FALSE,Dorothy A. Samek,liberal,FALSE,2909,160204,20171005
1996,New York,NY,36,21,13,US House,21,gen,FALSE,Nancy Norman,freedom,FALSE,1841,267608,20171005
1990,New York,NY,36,21,13,US House,13,gen,FALSE,scatter,,FALSE,17908,76911,20171005
1976,New York,NY,36,21,13,US House,35,gen,FALSE,"Barber B. Conable, Jr.",republican,FALSE,120738,187915,20171005
1978,New York,NY,36,21,13,US House,4,gen,FALSE,Norman F. Lent,conservative,FALSE,14445,143302,20171005
1992,New York,NY,36,21,13,US House,19,gen,FALSE,"Hamilton Fish, Jr.",conservative,FALSE,20563,267291,20171005
1996,New York,NY,36,21,13,US House,3,gen,FALSE,Peter T. King,freedom,FALSE,1408,259409,20171005
2016,New York,NY,36,21,13,US House,10,gen,FALSE,Philip Rosenthal,republican,FALSE,46275,266516,20171005
1988,New York,NY,36,21,13,US House,23,gen,FALSE,Peter M. Bakal,conservative,FALSE,6550,234898,20171005
2004,New York,NY,36,21,13,US House,15,gen,FALSE,Jessie Fields,independence,FALSE,3345,218608,20171005
1996,New York,NY,36,21,13,US House,27,gen,FALSE,Bill Paxon,freedom,FALSE,1826,260311,20171005
1980,New York,NY,36,21,13,US House,11,gen,FALSE,Andrew E. Carlan,conservative,FALSE,3868,98222,20171005
1978,New York,NY,36,21,13,US House,1,gen,FALSE,William Carney,conservative,FALSE,14529,160204,20171005
2010,New York,NY,36,21,13,US House,11,gen,FALSE,Blank Vote/Scattering,,FALSE,9759,124914,20171005
1984,New York,NY,36,21,13,US House,5,gen,FALSE,Raymond J. McGrath,republican,FALSE,125236,222191,20171005
2014,New York,NY,36,21,13,US House,24,gen,FALSE,Blank Vote/Void Vote/Scattering,,FALSE,4639,203417,20171005
2008,New York,NY,36,21,13,US House,24,gen,FALSE,Michael A. Arcuri,working families,FALSE,9454,282114,20171005
1996,New York,NY,36,21,13,US House,5,gen,FALSE,Andrew J. Duff,right to life,FALSE,2623,224495,20171005
1996,New York,NY,36,21,13,US House,13,gen,FALSE,Blank Vote/Scattering,,FALSE,30152,183921,20171005
1976,New York,NY,36,21,13,US House,21,gen,FALSE,Herman Badillo,liberal,FALSE,1673,41883,20171005
1986,New York,NY,36,21,13,US House,7,gen,FALSE,Edward Nelson Rodriguez,republican,FALSE,14459,81220,20171005
1998,New York,NY,36,21,13,US House,8,gen,FALSE,Theodore Howard,republican,FALSE,18383,158177,20171005
1992,New York,NY,36,21,13,US House,18,gen,FALSE,Joseph J. DioGuardi,republican,FALSE,74076,243057,20171005
2008,New York,NY,36,21,13,US House,26,gen,FALSE,Jonathan P. Powers,working families,FALSE,12104,323251,20171005
2004,New York,NY,36,21,13,US House,10,gen,FALSE,Blank Vote/Scattering,,FALSE,46475,195241,20171005
1986,New York,NY,36,21,13,US House,29,gen,FALSE,Robert C. Byrnes Jr.,conservative,FALSE,4762,141008,20171005
2010,New York,NY,36,21,13,US House,4,gen,FALSE,Francis X. Becker,conservative,FALSE,9455,176253,20171005
1998,New York,NY,36,21,13,US House,7,gen,FALSE,Joseph Crowley,democrat,FALSE,50924,102885,20171005
1978,New York,NY,36,21,13,US House,6,gen,FALSE,Lester Wolff,liberal,FALSE,6058,134606,20171005
2014,New York,NY,36,21,13,US House,18,gen,FALSE,Sean Patrick Maloney,working families,FALSE,12758,186715,20171005
1976,New York,NY,36,21,13,US House,9,gen,FALSE,James J. Delaney,republican,FALSE,43900,115195,20171005
1984,New York,NY,36,21,13,US House,5,gen,FALSE,Raymond J. McGrath,conservative,FALSE,13324,222191,20171005
1988,New York,NY,36,21,13,US House,19,gen,FALSE,Eliot L. Engel,democrat,FALSE,74613,137743,20171005
1984,New York,NY,36,21,13,US House,30,gen,FALSE,Fred J. Eckert,republican,FALSE,109184,220273,20171005
1994,New York,NY,36,21,13,US House,1,gen,FALSE,George J. Hochbrueckner,democrat,FALSE,78692,184033,20171005
2012,New York,NY,36,21,13,US House,5,gen,FALSE,Catherine Wark,libertarian,FALSE,1345,224508,20171005
2002,New York,NY,36,21,13,US House,7,gen,FALSE,Kevin Brawley,conservative,FALSE,2112,104272,20171005
1984,New York,NY,36,21,13,US House,2,gen,FALSE,Thomas J. Downey,independent,FALSE,5319,178503,20171005
1988,New York,NY,36,21,13,US House,20,gen,FALSE,Joseph J. DioGuardi,republican,FALSE,84951,203263,20171005
1990,New York,NY,36,21,13,US House,12,gen,FALSE,Joseph Caesar,conservative,FALSE,1159,58115,20171005
1990,New York,NY,36,21,13,US House,31,gen,FALSE,Kevin P. Gaughan,libertarian,FALSE,3900,169341,20171005
2002,New York,NY,36,21,13,US House,28,gen,FALSE,Blank Vote/Scattering,,FALSE,22104,179708,20171005
2012,New York,NY,36,21,13,US House,21,gen,FALSE,Blank Vote/Void Vote/Scattering,,FALSE,16290,268741,20171005
2016,New York,NY,36,21,13,US House,12,gen,FALSE,Blank Vote,,FALSE,18219,312289,20171005
1988,New York,NY,36,21,13,US House,34,gen,FALSE,Amo Houghton,republican,FALSE,119552,135875,20171005
1984,New York,NY,36,21,13,US House,16,gen,FALSE,Charles B. Rangel,democrat,FALSE,104337,121398,20171005
1988,New York,NY,36,21,13,US House,19,gen,FALSE,Eliot L. Engel,liberal,FALSE,2545,137743,20171005
1988,New York,NY,36,21,13,US House,17,gen,FALSE,Ted Weiss,democrat,FALSE,148089,186495,20171005
2008,New York,NY,36,21,13,US House,9,gen,FALSE,Anthony D. Weiner,democrat,FALSE,106097,203070,20171005
2016,New York,NY,36,21,13,US House,23,gen,FALSE,Void Vote,,FALSE,61,296198,20171005
1988,New York,NY,36,21,13,US House,18,gen,FALSE,Rafael Mendez,new alliance,FALSE,904,82866,20171005
2004,New York,NY,36,21,13,US House,10,gen,FALSE,Edolphus Towns,democrat,FALSE,130265,195241,20171005
1998,New York,NY,36,21,13,US House,28,gen,FALSE,Blank Vote/Scattering,,FALSE,9678,193136,20171005
2012,New York,NY,36,21,13,US House,1,gen,FALSE,Randy Altschuler,republican,FALSE,106678,294578,20171005
1976,New York,NY,36,21,13,US House,37,gen,FALSE,Stephen Grimm,conservative,FALSE,4249,127951,20171005
2006,New York,NY,36,21,13,US House,23,gen,FALSE,John M. McHugh,independence,FALSE,9973,184944,20171005
1988,New York,NY,36,21,13,US House,17,gen,FALSE,Myrna C. Albert,conservative,FALSE,2713,186495,20171005
1994,New York,NY,36,21,13,US House,7,gen,FALSE,Thomas J. Manton,democrat,FALSE,58935,123885,20171005
1978,New York,NY,36,21,13,US House,18,gen,FALSE,Carter Burden,democrat,FALSE,48196,114301,20171005
1994,New York,NY,36,21,13,US House,13,gen,FALSE,Tyrone G. Butler,democrat,FALSE,32060,158567,20171005
2014,New York,NY,36,21,13,US House,21,gen,FALSE,Elise M. Stefanik,conservative,FALSE,12207,181558,20171005
2016,New York,NY,36,21,13,US House,24,gen,FALSE,Void Vote,,FALSE,28,315429,20171005
1988,New York,NY,36,21,13,US House,14,gen,FALSE,Jerome X. O'Donovan,democrat,FALSE,56088,156682,20171005
1978,New York,NY,36,21,13,US House,32,gen,FALSE,Lillian E. Reiner,liberal,FALSE,2149,145471,20171005
1994,New York,NY,36,21,13,US House,9,gen,FALSE,James P. McCall,conservative,FALSE,5509,158807,20171005
1988,New York,NY,36,21,13,US House,16,gen,FALSE,Michael Liccione,conservative,FALSE,1779,110850,20171005
1980,New York,NY,36,21,13,US House,2,gen,FALSE,Louis J. Modica,right to life,FALSE,4707,149141,20171005
2000,New York,NY,36,21,13,US House,12,gen,FALSE,Mildred Rosario,right to life,FALSE,865,134060,20171005
2010,New York,NY,36,21,13,US House,27,gen,FALSE,Leonard A. Roberto,republican,FALSE,63015,205897,20171005
1990,New York,NY,36,21,13,US House,23,gen,FALSE,scatter,,FALSE,12131,195130,20171005
2010,New York,NY,36,21,13,US House,25,gen,FALSE,Blank Vote/Scattering,,FALSE,7057,215613,20171005
1988,New York,NY,36,21,13,US House,15,gen,FALSE,John B. Levitt,liberal,FALSE,3459,175483,20171005
1990,New York,NY,36,21,13,US House,10,gen,FALSE,scatter,,FALSE,15397,91828,20171005
2010,New York,NY,36,21,13,US House,11,gen,FALSE,Yvette D. Clarke,democrat,FALSE,104297,124914,20171005
1982,New York,NY,36,21,13,US House,34,gen,FALSE,"James J. Snyder, Sr.",conservative,FALSE,4181,165280,20171005
1994,New York,NY,36,21,13,US House,29,gen,FALSE,"William E. Miller, Jr.",republican,FALSE,69290,193783,20171005
1978,New York,NY,36,21,13,US House,19,gen,FALSE,Charles B. Rangel,republican,FALSE,5757,61991,20171005
1992,New York,NY,36,21,13,US House,15,gen,FALSE,Jose A. Suero,conservative,FALSE,3425,154358,20171005
1992,New York,NY,36,21,13,US House,15,gen,FALSE,Charles B. Rangel,liberal,FALSE,3782,154358,20171005
1998,New York,NY,36,21,13,US House,27,gen,FALSE,Blank Vote/Scattering,,FALSE,28132,206152,20171005
1990,New York,NY,36,21,13,US House,31,gen,FALSE,Bill Paxon,conservative,FALSE,11957,169341,20171005
1982,New York,NY,36,21,13,US House,11,gen,FALSE,James W. Smith,republican,FALSE,4449,47010,20171005
1980,New York,NY,36,21,13,US House,14,gen,FALSE,Christopher Lovell,republican,FALSE,7154,59162,20171005
1992,New York,NY,36,21,13,US House,15,gen,FALSE,Charles B. Rangel,democrat,FALSE,101229,154358,20171005
1986,New York,NY,36,21,13,US House,11,gen,FALSE,Edolphus Towns,liberal,FALSE,5490,46616,20171005
1990,New York,NY,36,21,13,US House,10,gen,FALSE,Charles E. Schumer,democrat,FALSE,58673,91828,20171005
1976,New York,NY,36,21,13,US House,24,gen,FALSE,Richard L. Ottinger,democrat,FALSE,99761,183012,20171005
1982,New York,NY,36,21,13,US House,30,gen,FALSE,Richard G. Baxter,conservative,FALSE,3853,174620,20171005
2014,New York,NY,36,21,13,US House,11,gen,FALSE,Michael G. Grimm,republican,FALSE,48291,110999,20171005
2010,New York,NY,36,21,13,US House,20,gen,FALSE,Christopher P. Gibson,conservative,FALSE,19365,244768,20171005
1976,New York,NY,36,21,13,US House,29,gen,FALSE,James E. DeYoung,conservative,FALSE,15337,214222,20171005
2002,New York,NY,36,21,13,US House,25,gen,FALSE,Blank Vote/Scattering,,FALSE,17129,217160,20171005
1988,New York,NY,36,21,13,US House,4,gen,FALSE,Francis T. Goban,democrat,FALSE,57435,215386,20171005
1984,New York,NY,36,21,13,US House,23,gen,FALSE,Frank Wicks,republican,FALSE,49092,241846,20171005
2002,New York,NY,36,21,13,US House,9,gen,FALSE,Anthony D. Weiner,democrat,FALSE,57104,119935,20171005
2000,New York,NY,36,21,13,US House,30,gen,FALSE,John Fee,liberal,FALSE,1909,249332,20171005
2004,New York,NY,36,21,13,US House,11,gen,FALSE,Lorraine Stevens,independence,FALSE,4721,202027,20171005
1982,New York,NY,36,21,13,US House,27,gen,FALSE,Thomas M. Hunter,conservative,FALSE,2783,179186,20171005
1990,New York,NY,36,21,13,US House,8,gen,FALSE,Gustave Reifenkugel,conservative,FALSE,7262,101494,20171005
1984,New York,NY,36,21,13,US House,9,gen,FALSE,Thomas J. Manton,democrat,FALSE,71420,135330,20171005
1994,New York,NY,36,21,13,US House,3,gen,FALSE,Peter T. King,republican,FALSE,98628,218772,20171005
1992,New York,NY,36,21,13,US House,28,gen,FALSE,William P. Polito,republican,FALSE,93806,275326,20171005
1998,New York,NY,36,21,13,US House,21,gen,FALSE,Michael R. McNulty,democrat,FALSE,123638,218753,20171005
2008,New York,NY,36,21,13,US House,24,gen,FALSE,Michael A. Arcuri,democrat,FALSE,121345,282114,20171005
1988,New York,NY,36,21,13,US House,6,gen,FALSE,Floyd H. Flake,democrat,FALSE,90196,110053,20171005
1998,New York,NY,36,21,13,US House,1,gen,FALSE,Blank Vote/Scattering,,FALSE,20242,175332,20171005
2000,New York,NY,36,21,13,US House,26,gen,FALSE,Paul J. Laux,right to life,FALSE,2328,246203,20171005
2014,New York,NY,36,21,13,US House,26,gen,FALSE,Kathleen A. Weppner,republican,FALSE,38477,173911,20171005
1994,New York,NY,36,21,13,US House,16,gen,FALSE,JosÂ E. Serrano,democrat,FALSE,57157,85519,20171005
1978,New York,NY,36,21,13,US House,16,gen,FALSE,Larry Penner,republican,FALSE,9033,72890,20171005
1998,New York,NY,36,21,13,US House,18,gen,FALSE,Nita M. Lowey,democrat,FALSE,91623,166046,20171005
1988,New York,NY,36,21,13,US House,8,gen,FALSE,James H. Scheuer,democrat,FALSE,96045,100240,20171005
2006,New York,NY,36,21,13,US House,28,gen,FALSE,John E. Donnelly,republican,FALSE,33361,166565,20171005
2006,New York,NY,36,21,13,US House,2,gen,FALSE,Steve Israel,working families,FALSE,3733,163589,20171005
1980,New York,NY,36,21,13,US House,8,gen,FALSE,Albert Lemishow,conservative,FALSE,3937,111429,20171005
2004,New York,NY,36,21,13,US House,26,gen,FALSE,Jack Davis,democrat,FALSE,116484,321080,20171005
1984,New York,NY,36,21,13,US House,24,gen,FALSE,Gerald B. Solomon,republican,FALSE,147150,224207,20171005
1988,New York,NY,36,21,13,US House,6,gen,FALSE,Robert L. Brandofino,drug fighter,FALSE,2048,110053,20171005
2016,New York,NY,36,21,13,US House,19,gen,FALSE,Void Vote,,FALSE,151,326588,20171005
2012,New York,NY,36,21,13,US House,9,gen,FALSE,Daniel J. Cavanagh,conservative,FALSE,3265,238957,20171005
1984,New York,NY,36,21,13,US House,31,gen,FALSE,Jack F. Kemp,conservative,FALSE,15522,224488,20171005
1998,New York,NY,36,21,13,US House,4,gen,FALSE,Patricia M. Maher,liberal,FALSE,1343,186604,20171005
1992,New York,NY,36,21,13,US House,13,gen,FALSE,Kathleen M. Murphy,right to life,FALSE,10825,217142,20171005
1998,New York,NY,36,21,13,US House,29,gen,FALSE,John J. LaFalce,liberal,FALSE,2668,184070,20171005
1992,New York,NY,36,21,13,US House,8,gen,FALSE,Jerrold Nadler,democrat,FALSE,132172,227585,20171005
2014,New York,NY,36,21,13,US House,19,gen,FALSE,Christopher P. Gibson,conservative,FALSE,20420,210351,20171005
2002,New York,NY,36,21,13,US House,21,gen,FALSE,Blank Vote/Scattering,,FALSE,22113,236967,20171005
2014,New York,NY,36,21,13,US House,1,gen,FALSE,Lee M. Zeldin,conservative,FALSE,16973,176719,20171005
1994,New York,NY,36,21,13,US House,25,gen,FALSE,scatter,,FALSE,11945,209747,20171005
2008,New York,NY,36,21,13,US House,23,gen,FALSE,John M. McHugh,republican,FALSE,120778,261238,20171005
2000,New York,NY,36,21,13,US House,31,gen,FALSE,Kisun J. Peters,democrat,FALSE,45193,238829,20171005
2000,New York,NY,36,21,13,US House,3,gen,FALSE,Dal Lamagna,working families,FALSE,1579,280477,20171005
1992,New York,NY,36,21,13,US House,12,gen,FALSE,Blank Vote/Scattering,,FALSE,31418,104485,20171005
1984,New York,NY,36,21,13,US House,11,gen,FALSE,Alfred Hamel,conservative,FALSE,1568,95064,20171005
1988,New York,NY,36,21,13,US House,4,gen,FALSE,Norman F. Lent,conservative,FALSE,15865,215386,20171005
2006,New York,NY,36,21,13,US House,9,gen,FALSE,Anthony D. Weiner,democrat,FALSE,67040,108063,20171005
2016,New York,NY,36,21,13,US House,13,gen,FALSE,Blank Vote,,FALSE,21502,255239,20171005
1998,New York,NY,36,21,13,US House,2,gen,FALSE,Denis K. Quinn,right to life,FALSE,3646,146722,20171005
1994,New York,NY,36,21,13,US House,6,gen,FALSE,Floyd H. Flake,democrat,FALSE,68596,111990,20171005
2004,New York,NY,36,21,13,US House,12,gen,FALSE,Nydia M. Velazquez,working families,FALSE,7394,163344,20171005
1994,New York,NY,36,21,13,US House,29,gen,FALSE,John J. LaFalce,liberal,FALSE,5434,193783,20171005
1988,New York,NY,36,21,13,US House,2,gen,FALSE,Thomas J. Downey,vote children '88,FALSE,2881,174618,20171005
1994,New York,NY,36,21,13,US House,29,gen,FALSE,"William E. Miller, Jr.",conservative,FALSE,11065,193783,20171005
1998,New York,NY,36,21,13,US House,2,gen,FALSE,Blank Vote/Scattering,,FALSE,18284,146722,20171005
1996,New York,NY,36,21,13,US House,7,gen,FALSE,Rose Birtley,independence,FALSE,2724,151185,20171005
1996,New York,NY,36,21,13,US House,30,gen,FALSE,Blank Vote/Scattering,,FALSE,19996,241405,20171005
1976,New York,NY,36,21,13,US House,27,gen,FALSE,William H. Harter,republican,FALSE,58842,190674,20171005
2000,New York,NY,36,21,13,US House,23,gen,FALSE,Richard W. Englebrecht,democrat,FALSE,38049,223411,20171005
2002,New York,NY,36,21,13,US House,23,gen,FALSE,Blank Vote/Scattering,,FALSE,59931,184613,20171005
1988,New York,NY,36,21,13,US House,15,gen,FALSE,Peter G. Doukas,democrat,FALSE,64425,175483,20171005
2002,New York,NY,36,21,13,US House,13,gen,FALSE,Vito Fossella,republican,FALSE,2518,123606,20171005
2004,New York,NY,36,21,13,US House,22,gen,FALSE,Maurice D. Hinchey,independence,FALSE,10349,287401,20171005
1992,New York,NY,36,21,13,US House,1,gen,FALSE,Edward P. Romaine,right to life,FALSE,11010,257043,20171005
2004,New York,NY,36,21,13,US House,14,gen,FALSE,Anton Srdanovic,conservative,FALSE,1687,274043,20171005
2012,New York,NY,36,21,13,US House,26,gen,FALSE,Michael H. Madigan,independence,FALSE,4055,304961,20171005
2016,New York,NY,36,21,13,US House,14,gen,FALSE,scatter,,FALSE,191,197301,20171005
2012,New York,NY,36,21,13,US House,20,gen,FALSE,Blank Vote/Void Vote/Scattering,,FALSE,20500,317678,20171005
1990,New York,NY,36,21,13,US House,5,gen,FALSE,scatter,,FALSE,10059,141927,20171005
1988,New York,NY,36,21,13,US House,30,gen,FALSE,Louise M. Slaughter,democrat,FALSE,128364,225712,20171005
1982,New York,NY,36,21,13,US House,5,gen,FALSE,Richard Horan,free libertarian,FALSE,490,172888,20171005
1996,New York,NY,36,21,13,US House,29,gen,FALSE,David B. Callard,freedom,FALSE,1044,238399,20171005
2006,New York,NY,36,21,13,US House,18,gen,FALSE,Nita M. Lowey,democrat,FALSE,119041,199273,20171005
1994,New York,NY,36,21,13,US House,24,gen,FALSE,John M. McHugh,conservative,FALSE,16367,184879,20171005
1978,New York,NY,36,21,13,US House,29,gen,FALSE,Edward Pattison,liberal,FALSE,4193,184223,20171005
1990,New York,NY,36,21,13,US House,2,gen,FALSE,John W. Bugler,republican,FALSE,31808,110005,20171005
2002,New York,NY,36,21,13,US House,29,gen,FALSE,Kisun J. Peters,democrat,FALSE,37128,207793,20171005
1990,New York,NY,36,21,13,US House,5,gen,FALSE,Raymond J. McGrath,conservative,FALSE,12380,141927,20171005
1986,New York,NY,36,21,13,US House,18,gen,FALSE,Robert Garcia,democrat,FALSE,39833,46353,20171005
2008,New York,NY,36,21,13,US House,28,gen,FALSE,Louise McIntosh Slaughter,democrat,FALSE,155409,271887,20171005
1978,New York,NY,36,21,13,US House,32,gen,FALSE,Peter Del Giorno,republican,FALSE,60687,145471,20171005
1980,New York,NY,36,21,13,US House,3,gen,FALSE,Gregory W. Carman,conservative,FALSE,13084,175657,20171005
1980,New York,NY,36,21,13,US House,12,gen,FALSE,Ralph J. Carrano,conservative,FALSE,1344,40689,20171005
1988,New York,NY,36,21,13,US House,11,gen,FALSE,Edolphus Towns,democrat,FALSE,70973,83158,20171005
1982,New York,NY,36,21,13,US House,9,gen,FALSE,Geraldine Ferraro,democrat,FALSE,75286,102820,20171005
2004,New York,NY,36,21,13,US House,7,gen,FALSE,Blank Vote/Scattering,,FALSE,48629,177452,20171005
2000,New York,NY,36,21,13,US House,7,gen,FALSE,Blank Vote/Scattering,,FALSE,44273,153374,20171005
1984,New York,NY,36,21,13,US House,20,gen,FALSE,Oren J. Teicher,democrat,FALSE,102842,213349,20171005
2004,New York,NY,36,21,13,US House,28,gen,FALSE,Blank Vote/Scattering,,FALSE,42344,262220,20171005
1982,New York,NY,36,21,13,US House,25,gen,FALSE,Donald J. Thomas,right to life,FALSE,2963,166827,20171005
1994,New York,NY,36,21,13,US House,9,gen,FALSE,James P. McCall,republican,FALSE,30371,158807,20171005
2004,New York,NY,36,21,13,US House,27,gen,FALSE,Nancy A. Naples,republican,FALSE,125275,299699,20171005
1980,New York,NY,36,21,13,US House,7,gen,FALSE,Francis A. Lees,conservative,FALSE,3303,100840,20171005
2000,New York,NY,36,21,13,US House,19,gen,FALSE,Frank X. Lloyd,right to life,FALSE,4086,267331,20171005
2002,New York,NY,36,21,13,US House,15,gen,FALSE,Blank Vote/Scattering,,FALSE,32025,127400,20171005
1998,New York,NY,36,21,13,US House,4,gen,FALSE,Blank Vote/Scattering,,FALSE,15021,186604,20171005
1978,New York,NY,36,21,13,US House,22,gen,FALSE,Anthony J. Geidel Jr. ,republican,FALSE,8560,69837,20171005
2016,New York,NY,36,21,13,US House,18,gen,FALSE,Void Vote,,FALSE,45,319123,20171005
2008,New York,NY,36,21,13,US House,2,gen,FALSE,Steve Israel,independence,FALSE,11900,295105,20171005
1998,New York,NY,36,21,13,US House,12,gen,FALSE,Rosemarie Markgraf,republican,FALSE,6405,81722,20171005
2012,New York,NY,36,21,13,US House,5,gen,FALSE,Blank Vote/Void Vote/Scattering,,FALSE,37453,224508,20171005
1990,New York,NY,36,21,13,US House,1,gen,FALSE,George J. Hochbrueckner,democrat,FALSE,72937,143180,20171005
2002,New York,NY,36,21,13,US House,25,gen,FALSE,James T. Walsh,republican,FALSE,113914,217160,20171005
1998,New York,NY,36,21,13,US House,16,gen,FALSE,Owen Camp,conservative,FALSE,756,90267,20171005
1990,New York,NY,36,21,13,US House,3,gen,FALSE,Robert Previdi,republican,FALSE,45699,145444,20171005
1986,New York,NY,36,21,13,US House,3,gen,FALSE,Charles W. Welch,right to life,FALSE,4440,148792,20171005
1998,New York,NY,36,21,13,US House,25,gen,FALSE,James T. Walsh,republican,FALSE,102219,189887,20171005
1998,New York,NY,36,21,13,US House,18,gen,FALSE,Blank Vote/Scattering,,FALSE,55344,166046,20171005
2000,New York,NY,36,21,13,US House,1,gen,FALSE,Regina Seltzer,democrat,FALSE,97299,269178,20171005
2014,New York,NY,36,21,13,US House,25,gen,FALSE,Louise McIntosh Slaughter,democrat,FALSE,87264,196516,20171005
1990,New York,NY,36,21,13,US House,1,gen,FALSE,George J. Hochbrueckner,tax brake,FALSE,2274,143180,20171005
1990,New York,NY,36,21,13,US House,1,gen,FALSE,Francis W. Creighton,republican,FALSE,46380,143180,20171005
1978,New York,NY,36,21,13,US House,2,gen,FALSE,Harold J. Withers,republican,FALSE,43791,118129,20171005
1990,New York,NY,36,21,13,US House,27,gen,FALSE,James T. Walsh,conservative,FALSE,11778,162604,20171005
2012,New York,NY,36,21,13,US House,18,gen,FALSE,Nan A. S. Hayworth,conservative,FALSE,19663,295436,20171005
1980,New York,NY,36,21,13,US House,23,gen,FALSE,Peter A. Peyser,democrat,FALSE,85749,152520,20171005
2000,New York,NY,36,21,13,US House,8,gen,FALSE,Dan Wentzel,green,FALSE,4765,227602,20171005
2006,New York,NY,36,21,13,US House,29,gen,FALSE,"John R. ÂÂRandyÂÂ Kuhl, Jr.",independence,FALSE,5274,216780,20171005
1988,New York,NY,36,21,13,US House,31,gen,FALSE,David J. Swarts,democrat,FALSE,98958,220487,20171005
1998,New York,NY,36,21,13,US House,12,gen,FALSE,"Hector Cortes, Jr.",liberal,FALSE,1080,81722,20171005
2002,New York,NY,36,21,13,US House,10,gen,FALSE,Herbert F. Ryan,conservative,FALSE,1639,117571,20171005
2016,New York,NY,36,21,13,US House,11,gen,FALSE,Blank Vote,,FALSE,19401,251718,20171005
1990,New York,NY,36,21,13,US House,33,gen,FALSE,Louis P. Corrigan Jr.,conservative,FALSE,6460,125833,20171005
